provider,acronym,name,web_status,describe_score,define_score,define_bp_score,connection_score,flat_score,core_average,core_average_2dp,core_average_bp,core_average_bp_2dp,define_bp_source,weakest_metric,bp_categories,bp_language,submission_id,bp_version,bp_released,bp_url
bioportal,CHO,ChemoOnto,scored,7.14,0.0,0.0,3.3,7.0,4.359999999999999,4.36,4.359999999999999,4.36,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Chemical;Health;Human,OWL,1,"Version: 1.0.1
Date: Dec 12, 2024
Author: Alice Rogier, Inria Paris, CRC (Inserm, Univ. Paris-Cité)
Licence: MIT License",2023-12-06T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CHO
bioportal,CHR,Monochrom,scored,10.0,0.93,0.93,6.48,10.0,6.8525,6.85,6.8525,6.85,"same_as_strict (1.0 result, not re-checked)",Define,Genomic_and_Proteomic,OWL,4,2025-10-15,2025-10-20T18:01:24.000-07:00,https://bioportal.bioontology.org/ontologies/CHR
bioportal,CHRO,Chromatin Regulator Ontology,scored,9.98,4.26,4.26,6.9,10.0,7.785,7.78,7.785,7.78,"same_as_strict (1.0 result, not re-checked)",Define,Gene_Product;Protein,OWL,2,2023-08-18,2024-01-05T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CHRO
bioportal,CIDO,Coronavirus Infectious Disease Ontology,scored,10.0,5.69,5.69,8.52,10.0,8.5525,8.55,8.5525,8.55,"same_as_strict (1.0 result, not re-checked)",Define,All_Organisms;Health;Human,OWL,42,2024-02-16,2024-02-16T18:02:33.000-08:00,https://bioportal.bioontology.org/ontologies/CIDO
bioportal,CIDOC-CRM,CIDOC Conceptual Reference Model,scored,9.77,6.59,6.59,0.0,10.0,6.59,6.59,6.59,6.59,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,2,v6.2,2015-08-19T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CIDOC-CRM
bioportal,CIINTEADO,Ciona intestinalis Anatomy and Development Ontology,scored,9.99,6.82,6.82,9.71,10.0,9.13,9.13,9.13,9.13,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Animal_Development,OBO,2,Version 1,2015-08-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CIINTEADO
bioportal,CIO,Confidence Information Ontology,scored,9.78,6.66,6.66,8.24,10.0,8.67,8.67,8.67,8.67,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,,2015-03-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CIO
bioportal,CISAVIADO,Ciona savignyi Anatomy and Development Ontology ,scored,9.99,6.82,6.82,9.71,10.0,9.13,9.13,9.13,9.13,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Animal_Development,OBO,2,,2015-08-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CISAVIADO
bioportal,CKDO,Chronic Kidney Disease Ontology,scored,1.46,0.92,0.92,0.0,10.0,3.0949999999999998,3.1,3.0949999999999998,3.1,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,1,v1.0,2017-07-04T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CKDO
bioportal,CL,Cell Ontology,scored,10.0,5.79,5.79,8.39,10.0,8.545,8.54,8.545,8.54,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Cell,OWL,129,2026-06-08,2026-06-08T18:05:15.000-07:00,https://bioportal.bioontology.org/ontologies/CL
bioportal,CLAO,Collembola Anatomy Ontology,scored,9.99,6.34,6.34,6.44,10.0,8.192499999999999,8.19,8.192499999999999,8.19,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Animal_Gross_Anatomy;Vocabularies,OWL,2,2021-09-27,2021-05-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CLAO
bioportal,CLO,Cell Line Ontology,scored,10.0,5.45,5.45,3.73,10.0,7.295,7.3,7.295,7.3,"same_as_strict (1.0 result, not re-checked)",Connection,All_Organisms;Anatomy;Biological_Process;Biomedical_Resources;Cell;Experimental_Conditions;Phenotype;Taxonomic_Classification;Vocabularies,OWL,67,2026-06-19,2026-06-20T18:01:32.000-07:00,https://bioportal.bioontology.org/ontologies/CLO
bioportal,CLYH,Clytia hemisphaerica Development and Anatomy Ontology,scored,9.96,5.1,5.1,7.72,10.0,8.195,8.2,8.195,8.2,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy,OWL,4,,2020-05-29T18:01:43.000-07:00,https://bioportal.bioontology.org/ontologies/CLYH
bioportal,CMDO,Clinical MetaData Ontology,scored,9.95,0.0,0.0,2.4,10.0,5.5875,5.59,5.5875,5.59,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,10,1.1.4,2019-02-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CMDO
bioportal,CMO,Clinical Measurement Ontology,scored,10.0,6.03,6.03,6.64,9.0,7.9175,7.92,7.9175,7.92,"same_as_strict (1.0 result, not re-checked)",Define,,OBO,202,2026-09-19,2026-09-21T18:02:13.000-07:00,https://bioportal.bioontology.org/ontologies/CMO
bioportal,CMPO,Cellular microscopy phenotype ontology,scored,9.99,6.43,6.43,5.15,10.0,7.8925,7.89,7.8925,7.89,"same_as_strict (1.0 result, not re-checked)",Connection,Cell;Cellular_anatomy_;Phenotype,OWL,14,1.3,2015-06-24T18:01:45.000-07:00,https://bioportal.bioontology.org/ontologies/CMPO
bioportal,CMR-QA,Cardiovascular Magnetic Resonance Quality Assessment Ontology,scored,9.91,1.14,1.14,1.57,9.0,5.405,5.4,5.405,5.4,"same_as_strict (1.0 result, not re-checked)",Define,Health;Imaging;Vocabularies,OWL,1,0.4.5,2018-11-01T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CMR-QA
bioportal,CN,computer network,scored,9.2,0.91,0.91,5.25,9.0,6.09,6.09,6.09,6.09,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,,2014-09-18T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CN
bioportal,CNO,Computational Neuroscience Ontology,scored,9.97,5.79,5.79,0.74,10.0,6.625,6.62,6.625,6.62,"same_as_strict (1.0 result, not re-checked)",Connection,Vocabularies,OWL,8,version 0.5,2015-11-16T18:21:21.000-08:00,https://bioportal.bioontology.org/ontologies/CNO
bioportal,CO,Crop Ontology,no_submission,,,,,,,,,,,,Phenotype;Plant,,-1,,,https://bioportal.bioontology.org/ontologies/CO
bioportal,CO-WHEAT,Wheat Trait Ontology ,scored,9.94,5.53,5.53,6.67,10.0,8.035,8.04,8.035,8.04,"same_as_strict (1.0 result, not re-checked)",Define,Phenotype;Plant,OBO,1,08.11.2010,2010-08-11T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/CO-WHEAT
bioportal,COB,Core Ontology for Biology and Biomedicine,scored,9.86,4.43,4.43,2.82,9.0,6.5275,6.53,6.5275,6.53,"same_as_strict (1.0 result, not re-checked)",Connection,Upper_Level_Ontology,OWL,21,2025-12-15,2026-05-04T18:01:55.000-07:00,https://bioportal.bioontology.org/ontologies/COB
bioportal,COCHRANE,Cochrane Core Vocabulary Ontology,scored,9.62,5.14,5.14,0.0,10.0,6.1899999999999995,6.19,6.1899999999999995,6.19,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,1,2.0.1,2014-02-06T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COCHRANE
bioportal,CODO,CODO: an Ontology for collection and analysis of COviD-19 data,scored,7.16,2.41,2.41,4.09,10.0,5.915,5.92,5.915,5.92,"same_as_strict (1.0 result, not re-checked)",Define,Genomic_and_Proteomic;Health;Human;Vocabularies,OWL,6,1.5,2023-07-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CODO
bioportal,COG,Common Ontology of Genome,scored,9.57,5.66,5.66,0.66,10.0,6.4725,6.47,6.4725,6.47,"same_as_strict (1.0 result, not re-checked)",Connection,Genomic_and_Proteomic;Upper_Level_Ontology,OWL,1,,2026-04-25T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COG
bioportal,COGAT,Cognitive Atlas Ontology,scored,9.34,3.73,3.73,1.06,5.0,4.782500000000001,4.78,4.782500000000001,4.78,"same_as_strict (1.0 result, not re-checked)",Connection,Human;Phenotype;Vocabularies,OWL,8,0.4,2012-04-03T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COGAT
bioportal,COGITO,Cognitive Task Ontology,scored,9.04,2.92,2.92,4.67,10.0,6.6575,6.66,6.6575,6.66,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Experimental_Conditions;Human;Imaging;Vocabularies,OWL,3,1.1.0,2025-12-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COGITO
bioportal,COGMEMO,Thesaurus of the Cognitive Psychology of Human Memory,scored,10.0,7.23,7.23,8.89,4.0,7.53,7.53,7.53,7.53,"same_as_strict (1.0 result, not re-checked)",Flat,Biological_Process;Health;Human;Neurologic_Disease;Vocabularies,SKOS,1,2.6,2026-04-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COGMEMO
bioportal,COGPO,Cognitive Paradigm Ontology,scored,10.0,5.88,5.88,5.15,10.0,7.7575,7.76,7.7575,7.76,"same_as_strict (1.0 result, not re-checked)",Connection,Experimental_Conditions;Human;Imaging,OWL,1,1,2010-11-17T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/COGPO
bioportal,COHSI2STUDY,cohsi2study,scored,9.88,5.57,5.57,0.0,0.0,3.8625000000000003,3.86,3.8625000000000003,3.86,"same_as_strict (1.0 result, not re-checked)",Connection,Vocabularies,SKOS,27,0.2.8,2021-11-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COHSI2STUDY
bioportal,COHSI2TERMSWEEKX,cohsi2termsweekx,scored,9.71,0.56,0.56,0.0,0.0,2.5675000000000003,2.57,2.5675000000000003,2.57,"same_as_strict (1.0 result, not re-checked)",Connection,Vocabularies,SKOS,1,,2022-09-11T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COHSI2TERMSWEEKX
bioportal,COID,Combined Ontology for Inflammatory Diseases,scored,9.99,4.04,4.04,0.53,10.0,6.140000000000001,6.14,6.140000000000001,6.14,"same_as_strict (1.0 result, not re-checked)",Connection,Anatomy;Human;Phenotype;Vocabularies,OWL,1,1.0.0,2022-04-20T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COID
bioportal,COKPME,COKPME - COVID19 Ontology for analyzing the Karnataka Private Medical Establishments Data  ,scored,4.48,2.55,2.55,1.11,7.0,3.785,3.78,3.785,3.78,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Health,OWL,1,1.0,2021-07-09T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COKPME
bioportal,COLAO,Coleoptera Anatomy Ontology,scored,9.99,6.08,6.08,9.02,10.0,8.7725,8.77,8.7725,8.77,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Animal_Gross_Anatomy;Phenotype,OWL,8,2024-06-21,2024-06-28T18:03:12.000+00:00,https://bioportal.bioontology.org/ontologies/COLAO
bioportal,COMET,LinkML Common Metadata Elements and Terms,scored,9.95,1.56,1.56,4.57,10.0,6.52,6.52,6.52,6.52,"same_as_strict (1.0 result, not re-checked)",Define,Experimental_Conditions;Health;Upper_Level_Ontology,OWL,5,,2024-07-03T18:02:42.000+00:00,https://bioportal.bioontology.org/ontologies/COMET
bioportal,COMO,Context and Measurement Ontology,scored,9.98,5.97,5.97,4.45,10.0,7.6,7.6,7.6,7.6,"same_as_strict (1.0 result, not re-checked)",Connection,Biological_Process;Cell;Chemical;Experimental_Conditions,OBO,8,2025-08-13,2025-12-15T18:01:55.000-08:00,https://bioportal.bioontology.org/ontologies/COMO
bioportal,COMODI,COMODI,scored,9.85,5.75,5.75,0.58,9.0,6.295,6.3,6.295,6.3,"same_as_strict (1.0 result, not re-checked)",Connection,Development;Vocabularies,OWL,6,,2017-05-01T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COMODI
bioportal,CONDOR,Liver Cancer Ontology Diagnosis Treatment,scored,9.82,0.0,0.0,0.0,10.0,4.955,4.96,4.955,4.96,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,1,0.1,2023-11-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CONDOR
bioportal,CONTSONTO,Continuity of care,scored,9.73,5.53,5.53,4.61,10.0,7.4675,7.47,7.4675,7.47,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Health,OWL,7,Version 2.1 (2026),2026-07-18T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CONTSONTO
bioportal,COPDO,COPD Ontology,scored,10.0,0.06,0.06,0.0,9.0,4.765000000000001,4.77,4.765000000000001,4.77,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Human,OWL,1,1,2017-06-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COPDO
bioportal,COPPER,COntextualised and Personalised Physical activity and Exercise Recommendations,scored,10.0,2.28,2.28,6.65,9.0,6.9825,6.98,6.9825,6.98,"same_as_strict (1.0 result, not re-checked)",Define,Health;Human,OWL,6,2025-10-07,2025-10-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COPPER
bioportal,COSTART,Coding Symbols for a Thesaurus of Adverse Reaction Terms,scored,10.0,0.01,0.01,7.38,10.0,6.8475,6.85,6.8475,6.85,"same_as_strict (1.0 result, not re-checked)",Define,Health,UMLS,1,CSP2006,2013-05-08T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COSTART
bioportal,COVID-19,COVID-19 Ontology,scored,10.0,4.12,4.12,7.88,10.0,8.0,8.0,8.0,8.0,"same_as_strict (1.0 result, not re-checked)",Define,Health;Human;Immunology,OWL,4,Version Release: 1.0.0,2020-05-14T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COVID-19
bioportal,COVID-19-ONT-PM,COVID-19OntologyInPatternMedicine,scored,9.54,0.11,0.11,2.18,10.0,5.4575,5.46,5.4575,5.46,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources,OWL,9,007,2021-08-20T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COVID-19-ONT-PM
bioportal,COVID19,COVID-19 Surveillance Ontology,scored,9.7,0.0,0.0,0.0,7.0,4.175,4.18,4.175,4.18,"same_as_strict (1.0 result, not re-checked)",Define,Health;Human,OWL,3,V1.0,2020-08-05T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COVID19
bioportal,COVID19-IBO,Covid19 Impact on Banking Ontology,scored,7.5,0.17,0.17,0.0,10.0,4.4175,4.42,4.4175,4.42,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,6,1.5,2021-06-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COVID19-IBO
bioportal,COVIDCRFRAPID,WHO COVID-19 Rapid Version CRF semantic data model,scored,9.85,0.91,0.91,6.2,10.0,6.74,6.74,6.74,6.74,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,12,1.1.4,2020-06-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/COVIDCRFRAPID
bioportal,CPRO,Computer-Based Patient Record Ontology,scored,10.0,4.94,4.94,4.53,9.0,7.117500000000001,7.12,7.117500000000001,7.12,"same_as_strict (1.0 result, not re-checked)",Connection,Health,OWL,3,"Last modification: July 31th, 2011 Chimezie Ogbuji",2013-04-24T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/CPRO
bioportal,CPT,CPT - Current Procedural Terminology,not_downloadable,,,,,,,,,,,,Other,UMLS,3,2020AB,2020-11-02T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CPT
bioportal,CPTAC,CPTAC Proteomics Pipeline Infrastructure Ontology,scored,9.5,0.0,0.0,0.0,0.0,2.375,2.38,2.375,2.38,"same_as_strict (1.0 result, not re-checked)",Define,Genomic_and_Proteomic,OWL,3,alpha 1.1,2009-05-20T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/CPTAC
bioportal,CRENO,"Culture, Race, Ethnicity and Nationality Ontology",scored,9.74,3.7,3.7,1.82,10.0,6.315,6.32,6.315,6.32,"same_as_strict (1.0 result, not re-checked)",Connection,Human;Other,OWL,2,0.6,2024-02-05T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CRENO
bioportal,CRISP,Computer Retrieval of Information on Scientific Projects Thesaurus,scored,10.0,6.18,6.18,9.14,10.0,8.83,8.83,8.83,8.83,"same_as_strict (1.0 result, not re-checked)",Define,Health,UMLS,1,CSP2006,2013-05-08T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CRISP
bioportal,CRO,Contributor Role Ontology,scored,10.0,5.92,5.92,4.38,10.0,7.575,7.58,7.575,7.58,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,4,v2019-08-16,2019-12-11T18:04:23.000-08:00,https://bioportal.bioontology.org/ontologies/CRO
bioportal,CRYOEM,Cryo Electron Microscopy,scored,9.91,4.03,4.03,0.0,10.0,5.985,5.98,5.985,5.98,"same_as_strict (1.0 result, not re-checked)",Connection,Imaging,OWL,4,2021-03-09,2020-07-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CRYOEM
bioportal,CS,Coping Strategies for Adverse Drug Events Ontology,parse_failed,,,,,,,,,,,,,OWL,1,,2022-03-02T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CS
bioportal,CSEO,Cigarette Smoke Exposure Ontology,scored,10.0,0.0,0.0,0.11,10.0,5.0275,5.03,5.0275,5.03,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,2,1.0,2014-07-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CSEO
bioportal,CSO,Clinical Study Ontology,scored,9.74,0.0,0.0,0.0,8.0,4.4350000000000005,4.44,4.4350000000000005,4.44,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,,2015-09-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CSO
bioportal,CSSO,Clinical Signs and Symptoms Ontology,scored,9.97,3.76,3.76,0.0,10.0,5.9325,5.93,5.9325,5.93,"same_as_strict (1.0 result, not re-checked)",Connection,Health,OWL,6,Version 0.6,2016-03-31T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CSSO
bioportal,CST,Cancer Staging Terms,scored,10.0,4.09,4.09,0.0,9.0,5.7725,5.77,5.7725,5.77,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,1,,2021-03-08T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CST
bioportal,CSTD,Clinical smell and taste disorders,scored,1.61,0.01,0.01,0.98,10.0,3.15,3.15,3.15,3.15,"same_as_strict (1.0 result, not re-checked)",Define,Phenotype,OWL,1,1,2019-06-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CSTD
bioportal,CTCAE,Common Terminology Criteria for Adverse Events,scored,10.0,0.0,6.68,8.14,9.0,6.785,6.78,8.455,8.46,http://ncicb.nci.nih.gov/xml/owl/EVS/ctcae5.owl#DEFINITION [bioportal_definitionProperty]; http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P97 [detected_by_name (4124 uses)],Define,,OWL,4,6.0,2026-08-12T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CTCAE
bioportal,CTENO,Ctenophore Ontology,scored,10.0,1.71,1.71,5.68,10.0,6.8475,6.85,6.8475,6.85,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy,OWL,1,,2016-10-19T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CTENO
bioportal,CTGO,Clinical Trials Gov Ontology,scored,9.92,0.05,0.05,0.88,9.0,4.9625,4.96,4.9625,4.96,"same_as_strict (1.0 result, not re-checked)",Define,Other,OWL,1,1.0,2024-06-14T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CTGO
bioportal,CTO,Clinical Trials Ontology,scored,10.0,5.65,5.65,7.96,10.0,8.4025,8.4,8.4025,8.4,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,Version Release: 1.0.0,2020-05-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CTO
bioportal,CTO-NDD,Clinical Trials Ontology - Neurodegenerative Diseases,scored,9.97,0.0,0.0,0.0,10.0,4.9925,4.99,4.9925,4.99,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Health;Neurological_Disorder,OWL,1,0.6,2020-05-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CTO-NDD
bioportal,CTONT,Epoch Clinical Trial Ontology,scored,9.3,4.42,4.42,3.08,10.0,6.7,6.7,6.7,6.7,"same_as_strict (1.0 result, not re-checked)",Connection,Experimental_Conditions,OWL,1,"<table border=""1"">
      <tr>
        <td>
          <b><i>Version</i></b>
        </td>
        <td>
          0.97
        </td>
      </tr>
      <tr>
        <td>
          <b><i>Date</i></b>
        </td>
        <td>
          3/2/2007<br>
        </td>
      </tr>
    </table>
    <br>",2007-03-20T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/CTONT
bioportal,CTU_BEREADY_GEM,CTU Bern BEReady Gemeinden,scored,9.97,0.03,0.03,0.0,0.0,2.5,2.5,2.5,2.5,"same_as_strict (1.0 result, not re-checked)",Connection,Other,SKOS,3,gem_onto_1level_v0_01,2023-03-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CTU_BEREADY_GEM
bioportal,CTX,Cerebrotendinous Xanthomatosis Ontology,scored,4.06,0.57,0.57,5.47,8.0,4.525,4.53,4.525,4.53,"same_as_strict (1.0 result, not re-checked)",Define,Phenotype,OWL,2,vtemp2,2012-03-12T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/CTX
bioportal,CU-VO,Venom Ontology,scored,10.0,0.0,0.0,8.32,8.0,6.58,6.58,6.58,6.58,"same_as_strict (1.0 result, not re-checked)",Define,Chemical;Genomic_and_Proteomic;Molecule;Protein,OWL,1,1.0,2015-09-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CU-VO
bioportal,CVAO,STO,scored,9.61,0.13,0.13,0.0,10.0,4.9350000000000005,4.94,4.9350000000000005,4.94,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,2,2017-11-01,2017-11-28T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CVAO
bioportal,CVDO,Cardiovascular Disease Ontology,scored,9.99,1.31,1.31,2.31,10.0,5.9025,5.9,5.9025,5.9,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,5,2024-05-17,2024-06-17T18:03:20.000+00:00,https://bioportal.bioontology.org/ontologies/CVDO
bioportal,CWD,Consumer Wearable Device,scored,9.36,4.38,4.38,0.65,9.0,5.8475,5.85,5.8475,5.85,"same_as_strict (1.0 result, not re-checked)",Connection,Health,OWL,1,,2018-04-19T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CWD
bioportal,CXSO,Cathexis Somatic Ontology,scored,9.94,6.02,6.02,2.42,7.0,6.345,6.34,6.345,6.34,"same_as_strict (1.0 result, not re-checked)",Connection,Anatomy;Biological_Process;Health;Human;Neurological_Disorder;Phenotype,OWL,2,1.1,2026-05-29T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CXSO
bioportal,CYTO,CYTOKINE,scored,10.0,0.0,0.0,0.0,7.0,4.25,4.25,4.25,4.25,"same_as_strict (1.0 result, not re-checked)",Define,Protein,OWL,27,Cytokines,2015-06-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/CYTO
bioportal,D3O,DSMZ Digital Diversity Ontology,scored,9.97,6.4,6.4,5.19,10.0,7.890000000000001,7.89,7.890000000000001,7.89,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Microbial_Anatomy;Phenotype;Upper_Level_Ontology,OWL,3,1.1,2024-09-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/D3O
bioportal,DATACITE,SPAR DataCite Ontology,scored,10.0,6.4,6.4,0.83,8.0,6.307499999999999,6.31,6.307499999999999,6.31,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,4,1.3.1,2016-01-21T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/DATACITE
bioportal,DATACITE-VOCAB,DATACITE V4.4,scored,9.93,0.1,0.1,0.0,0.0,2.5075,2.51,2.5075,2.51,"same_as_strict (1.0 result, not re-checked)",Connection,,SKOS,5,0.1.0,2022-05-13T18:03:34.000-07:00,https://bioportal.bioontology.org/ontologies/DATACITE-VOCAB
bioportal,DATAHUB,RADx Data Hub Ontology,scored,9.92,5.93,5.93,0.5,9.0,6.3375,6.34,6.3375,6.34,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,4,0.9.3,2025-03-25T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/DATAHUB
bioportal,DBM,DBM Ontology,scored,6.67,2.16,2.16,0.0,0.0,2.2075,2.21,2.2075,2.21,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,1,1.1,2014-09-01T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/DBM
bioportal,DC,Dublin Core,scored,9.74,6.16,6.16,0.0,0.0,3.975,3.98,3.975,3.98,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,3,,2017-02-17T18:01:47.000-08:00,https://bioportal.bioontology.org/ontologies/DC
bioportal,DCAT,Data Catalog Vocabulary,scored,9.41,2.77,2.77,0.0,5.0,4.295,4.3,4.295,4.3,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,2,,2014-01-16T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/DCAT
bioportal,DCAT-FDC,Data Catalog Vocabulary (DCAT),scored,9.88,5.07,5.07,1.41,8.0,6.09,6.09,6.09,6.09,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,1,"Toto je aktualizovaná kopie slovníku DCAT verze 2.0, převzatá z https://www.w3.org/ns/dcat.ttl",2021-09-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/DCAT-FDC
bioportal,DCAT3,DCAT3,scored,10.0,4.41,4.41,1.77,8.0,6.045,6.04,6.045,6.04,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,3,3,2020-12-17T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/DCAT3
bioportal,DCCDFV,Dublin Core Collection Description Frequency Vocabulary,scored,9.47,5.25,5.25,0.0,0.0,3.68,3.68,3.68,3.68,"same_as_strict (1.0 result, not re-checked)",Connection,Other,SKOS,1,,2018-02-03T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/DCCDFV
bioportal,DCM,DICOM Controlled Terminology,scored,10.0,6.49,6.49,0.0,4.0,5.1225000000000005,5.12,5.1225000000000005,5.12,"same_as_strict (1.0 result, not re-checked)",Connection,Imaging,OWL,57,2026d_20260919,2026-09-19T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/DCM
bioportal,DCMITYPE,DCMI Type Vocabulary,scored,10.0,6.24,6.24,5.98,4.0,6.555000000000001,6.56,6.555000000000001,6.56,"same_as_strict (1.0 result, not re-checked)",Flat,Other,OWL,4,,2014-12-02T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/DCMITYPE
bioportal,DCO,Dispedia Core Ontology,scored,5.4,0.43,0.43,0.0,7.0,3.2075,3.21,3.2075,3.21,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Human;Other;Vocabularies,OWL,34,0.7.0.0002,2015-03-05T10:11:07.000-08:00,https://bioportal.bioontology.org/ontologies/DCO
