id,ts,run_id,phase,acronym,level,message
159,2026-09-23T21:58:36+00:00,20260923-150858-213570,evaluate,,INFO,"worker ready: {""type"": ""ready"", ""pid"": 8624, ""device"": ""cuda"", ""batch_size"": 128, ""model_load_seconds"": 5.36, ""torch"": ""2.12.0.dev20260330+cu128"", ""cuda_available"": true, ""gpu_name"": ""NVIDIA GeForce RTX 5090"", ""python"": ""3.11.15"", ""platform"": ""Windows-10-10.0.26200-SP0"", ""python_hash_seed"": ""0""}"
160,2026-09-23T21:58:37+00:00,20260923-150858-213570,evaluate,SIMON,WARNING,"parse_failed at stage parse: unsupported format (tried xml, auto, turtle, n3, nt, trig, trix, owlready2:rdfxml). Last error: RDF/XML parsing error in file C:\owl4_run\downloads\SIMON\1\SIMON_1_original-submission.owl, line 33, column 210."
161,2026-09-23T21:58:37+00:00,20260923-150858-213570,evaluate,,INFO,evaluate phase finished: {'parse_failed': 1}; worker restarts 0
162,2026-09-23T21:58:38+00:00,20260923-150858-213570,evaluate,,INFO,"requeued 1 evaluations with status in ('parse_failed', 'done', 'error', 'crashed', 'gave_up')"
163,2026-09-23T21:58:45+00:00,20260923-150858-213570,evaluate,,INFO,"worker ready: {""type"": ""ready"", ""pid"": 27104, ""device"": ""cuda"", ""batch_size"": 128, ""model_load_seconds"": 5.32, ""torch"": ""2.12.0.dev20260330+cu128"", ""cuda_available"": true, ""gpu_name"": ""NVIDIA GeForce RTX 5090"", ""python"": ""3.11.15"", ""platform"": ""Windows-10-10.0.26200-SP0"", ""python_hash_seed"": ""0""}"
164,2026-09-23T21:58:46+00:00,20260923-150858-213570,evaluate,,INFO,evaluate phase finished: {'done': 1}; worker restarts 0
165,2026-09-23T21:58:47+00:00,20260923-150858-213570,evaluate,,INFO,"requeued 1 evaluations with status in ('parse_failed', 'done', 'error', 'crashed', 'gave_up')"
166,2026-09-23T21:58:53+00:00,20260923-150858-213570,evaluate,,INFO,"worker ready: {""type"": ""ready"", ""pid"": 16244, ""device"": ""cuda"", ""batch_size"": 128, ""model_load_seconds"": 5.39, ""torch"": ""2.12.0.dev20260330+cu128"", ""cuda_available"": true, ""gpu_name"": ""NVIDIA GeForce RTX 5090"", ""python"": ""3.11.15"", ""platform"": ""Windows-10-10.0.26200-SP0"", ""python_hash_seed"": ""0""}"
167,2026-09-23T21:58:54+00:00,20260923-150858-213570,evaluate,YUNPING,WARNING,"parse_failed at stage parse: unsupported format (tried xml, auto, turtle, n3, nt, trig, trix, owlready2:rdfxml). Last error: RDF/XML parsing error in file C:\owl4_run\downloads\YUNPING\1\extracted\https%3A%2F%2Fvodan-totafrica.info%2FANC.rdf, line 27, column 68."
168,2026-09-23T21:58:55+00:00,20260923-150858-213570,evaluate,,INFO,evaluate phase finished: {'parse_failed': 1}; worker restarts 0
169,2026-09-23T21:58:55+00:00,20260923-150858-213570,repair,,INFO,"{""retried_downloads"": {""failed"": 1, ""html_response"": 2, ""not_found"": 1}, ""reparsed"": {""parse_failed"": 17, ""done"": 7}, ""alternates"": {""BMS-LM"": [], ""BPFORMS"": [""obo_owl:0: http_error""], ""CATALOG-THEMES"": [], ""CCO"": [""obo_owl:0: http_error""], ""CHEBI"": [""obo_owl:0: ok"", ""scored""], ""CS"": [], ""DMTO"": [], ""DRMO"": [], ""DSIP"": [], ""FASTO"": [], ""GAZ"": [""obo_owl:0: stream_error""], ""HIV"": [""obo_owl:0: http_error""], ""HMIS033B"": [""original:submission: ok""], ""NCOD"": [""original:submission: ok""], ""OCDM"": [""original:submission: ok""], ""OPD-NAMBOBI"": [""original:submission: ok""], ""OPDRE"": [""original:submission: ok""], ""PEO_ONTOLOGY"": [""original:submission: ok""], ""PPLC"": [], ""SIMON"": [""original:submission: ok""], ""SOIL-PROF"": [""original:submission: ok"", ""scored""], ""VODANETHIOPIA_OR"": ""not an ontology; skipped"", ""YUNPING"": [""original:submission: ok""]}}"
170,2026-09-23T21:58:55+00:00,20260923-150858-213570,evaluate,,INFO,"requeued 48 evaluations with status in ('done',)"
171,2026-09-23T21:59:02+00:00,20260923-150858-213570,evaluate,,INFO,"worker ready: {""type"": ""ready"", ""pid"": 39708, ""device"": ""cuda"", ""batch_size"": 128, ""model_load_seconds"": 5.34, ""torch"": ""2.12.0.dev20260330+cu128"", ""cuda_available"": true, ""gpu_name"": ""NVIDIA GeForce RTX 5090"", ""python"": ""3.11.15"", ""platform"": ""Windows-10-10.0.26200-SP0"", ""python_hash_seed"": ""0""}"
172,2026-09-23T22:03:54+00:00,20260923-150455-9a9da2,evaluate,,INFO,"requeued 1 evaluations with status in ('parse_failed', 'done', 'error', 'crashed', 'gave_up')"
173,2026-09-23T22:03:54+00:00,20260923-150455-9a9da2,evaluate,HOOM,WARNING,found unfinished run from an earlier session -> interrupted
174,2026-09-23T22:04:01+00:00,20260923-150455-9a9da2,evaluate,,INFO,"worker ready: {""type"": ""ready"", ""pid"": 36336, ""device"": ""cuda"", ""batch_size"": 128, ""model_load_seconds"": 5.59, ""torch"": ""2.12.0.dev20260330+cu128"", ""cuda_available"": true, ""gpu_name"": ""NVIDIA GeForce RTX 5090"", ""python"": ""3.11.15"", ""platform"": ""Windows-10-10.0.26200-SP0"", ""python_hash_seed"": ""0""}"
175,2026-09-23T22:17:24+00:00,20260923-150455-9a9da2,evaluate,,INFO,evaluate phase finished: {'done': 1}; worker restarts 0
176,2026-09-23T22:17:25+00:00,20260923-150455-9a9da2,repair,,INFO,"{""retried_downloads"": {""failed"": 1, ""html_response"": 2, ""not_found"": 1}, ""reparsed"": {""parse_failed"": 15, ""done"": 9}, ""alternates"": {""BMS-LM"": [""original:submission: ok""], ""BPFORMS"": [""obo_owl:0: http_error""], ""CATALOG-THEMES"": [""original:submission: ok""], ""CCO"": [""obo_owl:0: http_error""], ""CHEBI"": [""obo_owl:0: stream_error"", ""obo_owl:1: ok"", ""scored""], ""CS"": [], ""DMTO"": [""original:submission: ok"", ""scored""], ""DRMO"": [""original:submission: ok""], ""DSIP"": [""original:submission: ok""], ""FASTO"": [""original:submission: ok"", ""scored""], ""GAZ"": [""obo_owl:0: ok"", ""scored""], ""HIV"": [""obo_owl:0: http_error""], ""HMIS033B"": [], ""NCOD"": [], ""OCDM"": [], ""OPD-NAMBOBI"": [], ""OPDRE"": [], ""PEO_ONTOLOGY"": [], ""PPLC"": [], ""SIMON"": [], ""SOIL-PROF"": [], ""VODANETHIOPIA_OR"": ""not an ontology; skipped"", ""YUNPING"": []}}"
177,2026-09-23T22:17:27+00:00,20260923-150455-9a9da2,export,,INFO,exported 15 files to C:\owl4_run\exports
178,2026-09-23T22:30:14+00:00,20260923-150858-213570,evaluate,,INFO,evaluate phase finished: {'done': 48}; worker restarts 0
179,2026-09-23T22:30:15+00:00,20260923-150858-213570,export,,INFO,exported 15 files to C:\owl4_run\exports
180,2026-09-23T22:31:05+00:00,20260923-150858-213570,evaluate,,INFO,"worker ready: {""type"": ""ready"", ""pid"": 33080, ""device"": ""cuda"", ""batch_size"": 128, ""model_load_seconds"": 5.61, ""torch"": ""2.12.0.dev20260330+cu128"", ""cuda_available"": true, ""gpu_name"": ""NVIDIA GeForce RTX 5090"", ""python"": ""3.11.15"", ""platform"": ""Windows-10-10.0.26200-SP0"", ""python_hash_seed"": ""0""}"
181,2026-09-23T22:43:56+00:00,20260923-150858-213570,evaluate,,INFO,evaluate phase finished: {'done': 1}; worker restarts 0
182,2026-09-23T22:43:57+00:00,20260923-150858-213570,export,,INFO,exported 15 files to C:\owl4_run\exports
183,2026-09-23T22:53:43+00:00,20260923-175343-0ecbf1,init,,INFO,"session started, work_dir=C:\owl4_run"
184,2026-09-23T22:53:55+00:00,20260923-175343-0ecbf1,evaluate,,INFO,"worker ready: {""type"": ""ready"", ""pid"": 39740, ""device"": ""cuda"", ""batch_size"": 128, ""model_load_seconds"": 5.69, ""torch"": ""2.12.0.dev20260330+cu128"", ""cuda_available"": true, ""gpu_name"": ""NVIDIA GeForce RTX 5090"", ""python"": ""3.11.15"", ""platform"": ""Windows-10-10.0.26200-SP0"", ""python_hash_seed"": ""0""}"
185,2026-09-23T22:53:56+00:00,20260923-175343-0ecbf1,parity,,INFO,"[{""name"": ""tiny"", ""ok"": true, ""got"": {""describe_score"": 9.29, ""define_score"": 4.81, ""connection_score"": 1.65, ""flat_score"": 6}, ""expected"": {""describe_score"": 9.29, ""define_score"": 4.81, ""connection_score"": 1.65, ""flat_score"": 6}, ""seconds"": 0.531}, {""name"": ""goodrelations"", ""ok"": true, ""got"": {""describe_score"": 9.29, ""define_score"": 6.09, ""connection_score"": 3.87, ""flat_score"": 8}, ""expected"": {""describe_score"": 9.29, ""define_score"": 6.09, ""connection_score"": 3.87, ""flat_score"": 8}, ""seconds"": 0.39}]"
186,2026-09-23T22:53:58+00:00,20260923-175343-0ecbf1,catalog,,INFO,1289 ontologies listed
187,2026-09-23T22:53:58+00:00,20260923-175343-0ecbf1,catalog,,INFO,catalog phase finished: {'skipped_already_done': 1289}
188,2026-09-23T22:56:56+00:00,20260923-175343-0ecbf1,download,,INFO,download phase finished: {'already_ok': 20}
189,2026-09-23T22:56:57+00:00,20260923-175343-0ecbf1,export,,INFO,exported 15 files to C:\owl4_run\exports
190,2026-09-23T22:56:57+00:00,20260923-175343-0ecbf1,download,,INFO,"download phase finished: {'already_ok': 1237, 'already_summary_only': 12, 'already_not_downloadable': 10, 'already_html_response': 2, 'already_not_found': 1}"
191,2026-09-23T22:56:58+00:00,20260923-175343-0ecbf1,evaluate,,INFO,"requeued 37 evaluations with status in ('done',)"
192,2026-09-23T22:57:04+00:00,20260923-175343-0ecbf1,evaluate,,INFO,"worker ready: {""type"": ""ready"", ""pid"": 22404, ""device"": ""cuda"", ""batch_size"": 128, ""model_load_seconds"": 5.36, ""torch"": ""2.12.0.dev20260330+cu128"", ""cuda_available"": true, ""gpu_name"": ""NVIDIA GeForce RTX 5090"", ""python"": ""3.11.15"", ""platform"": ""Windows-10-10.0.26200-SP0"", ""python_hash_seed"": ""0""}"
193,2026-09-23T23:25:09+00:00,20260923-175343-0ecbf1,evaluate,,INFO,evaluate phase finished: {'done': 37}; worker restarts 0
