acronym,eval_status,eval_bytes,triple_count,entities,classes,individuals,bp_classes,sniffed_format,parse_format,eval_seconds,wall_seconds,parent_peak_rss_mb,gpu_peak_allocated_mb,define_device,define_defined,time_sniff,time_parse,time_identity,time_index,time_stats,time_describe,time_define,time_connection,time_flat,time_entities_table,time_total,time_write_outputs,time_define_bp,define_seconds_encode_labels,define_seconds_encode_definitions,download_seconds
DUO,done,679609.0,5760.0,325.0,307.0,18.0,307.0,xml,xml,0.643,0.643,0.0,981.9,cuda,277.0,0.0,0.183,0.0,0.016,0.001,0.002,0.171,0.001,0.002,0.002,0.511,0.011,,0.034,0.133,0.397
E-PPO,done,22317.0,112.0,55.0,55.0,0.0,54.0,xml,xml,0.253,0.253,0.0,450.7,,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.132,0.005,,,,0.165
EBP,done,799660.0,5021.0,371.0,50.0,321.0,50.0,xml,xml,0.664,0.664,0.0,982.1,cuda,336.0,0.0,0.18,0.001,0.014,0.001,0.001,0.182,0.002,0.001,0.002,0.522,0.012,,0.033,0.143,0.447
ECAO,done,27323107.0,333144.0,7362.0,7311.0,51.0,7310.0,xml,xml,16.992,16.992,2194.0,1049.9,cuda,6565.0,0.0,10.772,0.0,1.679,0.013,0.053,2.629,0.137,0.156,0.032,16.609,0.127,,0.831,1.71,9.034
ECDO,done,49094.0,403.0,57.0,56.0,1.0,2.0,xml,xml,0.301,0.301,0.0,513.6,cuda,54.0,0.0,0.014,0.001,0.001,0.0,0.0,0.026,0.0,0.0,0.001,0.165,0.006,,0.011,0.014,0.193
ECG,done,1116688.0,8733.0,1124.0,1124.0,0.0,1124.0,xml,xml,1.125,1.125,1646.8,983.3,cuda,265.0,0.0,0.314,0.001,0.025,0.001,0.004,0.145,0.001,0.004,0.004,0.982,0.019,0.325,0.033,0.106,0.448
ECM4M-MD-VOCABS,done,26170.0,227.0,33.0,32.0,1.0,2.0,xml,xml,0.318,0.318,0.0,489.8,cuda,19.0,0.0,0.008,0.001,0.001,0.0,0.0,0.049,0.0,0.0,0.001,0.188,0.006,,0.017,0.031,0.197
ECO,done,6671383.0,66098.0,2305.0,2305.0,0.0,2304.0,xml,xml,4.283,4.283,1776.6,987.7,cuda,2244.0,0.0,2.339,0.0,0.405,0.004,0.017,0.961,0.022,0.029,0.009,4.101,0.043,,0.436,0.496,2.42
ECOCORE,done,19333319.0,232184.0,5830.0,5766.0,64.0,5765.0,xml,xml,12.355,12.355,2030.1,1045.3,cuda,5273.0,0.001,7.613,0.0,1.238,0.011,0.029,2.09,0.098,0.111,0.024,12.047,0.104,,0.653,1.371,6.477
ECOSIM,done,3152.0,16.0,2.0,2.0,0.0,1.0,xml,xml,0.237,0.237,0.0,418.7,,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.122,0.005,,,,0.164
ECP,done,55307.0,473.0,46.0,33.0,13.0,32.0,xml,xml,0.253,0.253,0.0,450.7,,0.0,0.0,0.017,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.144,0.005,,,,0.296
ECSO,done,2557260.0,23065.0,2095.0,2095.0,0.0,2094.0,xml,xml,1.551,1.551,1698.9,983.1,cuda,457.0,0.0,0.944,0.002,0.069,0.002,0.008,0.196,0.003,0.008,0.008,1.414,0.024,,0.041,0.146,1.01
ECTO,done,32351250.0,404415.0,19658.0,19658.0,0.0,19657.0,xml,xml,24.568,24.568,2324.4,1075.9,cuda,15689.0,0.001,13.164,0.0,2.106,0.034,0.081,6.543,0.234,0.355,0.085,23.989,0.297,,1.984,4.363,10.686
EDAM,done,3990571.0,42499.0,3540.0,3540.0,0.0,3539.0,xml,xml,3.281,3.281,1736.9,991.5,cuda,3538.0,0.0,1.415,0.0,0.273,0.006,0.018,1.108,0.007,0.017,0.013,3.07,0.072,,0.322,0.747,1.382
EDAM-BIOIMAGING,done,491996.0,4847.0,474.0,474.0,0.0,473.0,xml,xml,0.57,0.57,0.0,981.5,cuda,140.0,0.0,0.152,0.0,0.013,0.001,0.002,0.128,0.001,0.002,0.002,0.433,0.012,,0.02,0.104,0.253
EDDA,done,842550.0,6145.0,503.0,503.0,0.0,502.0,xml,xml,0.656,0.656,0.0,981.7,,0.0,0.0,0.22,0.001,0.018,0.001,0.002,0.001,0.001,0.002,0.002,0.515,0.01,0.124,,,0.458
EDDA_PT,done,137249.0,1038.0,94.0,94.0,0.0,93.0,xml,xml,0.368,0.368,0.0,618.6,cuda,1.0,0.0,0.036,0.001,0.004,0.0,0.0,0.023,0.0,0.001,0.001,0.249,0.007,0.041,0.015,0.007,0.185
EDEM-CONNECTONTO,done,460442.0,3415.0,493.0,252.0,241.0,252.0,xml,xml,0.506,0.506,0.0,912.8,cuda,251.0,0.0,0.12,0.001,0.009,0.001,0.002,0.112,0.0,0.001,0.002,0.379,0.012,,0.024,0.085,0.246
EDONTOLOGY,done,1722337.0,15896.0,649.0,271.0,378.0,271.0,xml,xml,0.939,0.939,0.0,471.0,cuda,6.0,0.0,0.458,0.002,0.168,0.001,0.001,0.02,0.007,0.003,0.002,0.816,0.011,,0.009,0.008,0.678
EFO,done,362939258.0,4490775.0,94313.0,94313.0,0.0,94313.0,xml,xml,264.409,264.409,7898.0,1264.2,cuda,79994.0,0.0,145.69,0.0,30.185,0.214,0.681,32.059,2.348,1.245,0.553,260.265,1.607,31.963,9.913,20.836,118.692
EGO,done,5919620.0,57092.0,3125.0,2952.0,173.0,2952.0,xml,xml,4.298,4.298,1762.9,1038.5,cuda,2965.0,0.001,1.979,0.005,0.371,0.006,0.017,1.409,0.019,0.027,0.012,4.11,0.058,,0.509,0.86,2.104
EHDA,done,10736799.0,108363.0,8341.0,8341.0,0.0,8340.0,xml,xml,5.668,5.668,1844.7,450.7,,0.0,0.0,4.05,0.008,0.821,0.01,0.049,0.012,0.032,0.045,0.031,5.477,0.044,,,,3.584
EHDAA,done,2497012.0,25663.0,2315.0,2315.0,0.0,2314.0,xml,xml,1.378,1.378,1698.3,450.7,,0.0,0.0,0.957,0.002,0.073,0.002,0.01,0.003,0.007,0.011,0.007,1.247,0.017,,,,0.945
EHDAA2,done,6395555.0,71035.0,2744.0,2744.0,0.0,2743.0,xml,xml,3.471,3.471,1772.7,937.8,cuda,234.0,0.0,2.399,0.0,0.389,0.003,0.014,0.132,0.036,0.042,0.01,3.301,0.029,,0.023,0.102,2.218
ELD,done,1736364.0,14560.0,2080.0,2079.0,1.0,2.0,xml,xml,1.41,1.41,1685.6,615.9,cuda,2077.0,0.0,0.452,0.002,0.163,0.002,0.006,0.46,0.001,0.002,0.007,1.239,0.043,,0.263,0.182,0.769
ELECTRICA,done,768269.0,7424.0,1741.0,1741.0,0.0,1741.0,xml,xml,0.62,0.62,0.0,660.6,cuda,81.0,0.0,0.235,0.0,0.022,0.002,0.003,0.053,0.002,0.006,0.006,0.477,0.018,,0.011,0.036,0.366
ELIG,done,23227.0,138.0,32.0,30.0,2.0,29.0,xml,xml,0.254,0.254,0.0,450.7,,0.0,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.129,0.005,,,,0.255
ELTER_CL,done,567825.0,6071.0,695.0,692.0,3.0,32.0,xml,xml,0.586,0.586,0.0,827.3,cuda,90.0,0.0,0.196,0.001,0.016,0.001,0.003,0.082,0.0,0.001,0.003,0.445,0.011,,0.011,0.067,0.383
EMAP,done,21690803.0,225478.0,19445.0,19445.0,0.0,19444.0,xml,xml,11.268,11.268,2043.7,450.7,,0.0,0.0,8.408,0.015,1.234,0.024,0.102,0.029,0.095,0.133,0.081,10.932,0.113,,,,7.227
EMAPA,done,13662945.0,147225.0,8768.0,8768.0,0.0,8768.0,xml,xml,7.587,7.587,1885.6,981.7,cuda,218.0,0.0,5.226,0.0,1.038,0.012,0.044,0.306,0.086,0.09,0.035,7.36,0.066,,0.144,0.143,4.606
EMIF-AD,done,508185.0,4312.0,700.0,700.0,0.0,700.0,xml,xml,0.475,0.475,0.0,521.9,cuda,20.0,0.0,0.14,0.001,0.012,0.001,0.002,0.026,0.001,0.003,0.003,0.333,0.012,,0.009,0.014,0.237
EMO,done,215126.0,1675.0,161.0,161.0,0.0,160.0,xml,xml,0.364,0.364,0.0,596.6,cuda,44.0,0.0,0.06,0.001,0.004,0.0,0.001,0.038,0.0,0.001,0.001,0.235,0.006,,0.009,0.027,0.238
EMRO,done,294007.0,2873.0,92.0,92.0,0.0,92.0,xml,xml,0.444,0.444,0.0,827.3,cuda,90.0,0.0,0.089,0.0,0.008,0.0,0.001,0.073,0.001,0.001,0.001,0.306,0.007,,0.011,0.06,0.256
ENDOH,done,35163.0,220.0,103.0,103.0,0.0,102.0,xml,xml,0.238,0.238,0.0,450.7,,0.0,0.0,0.009,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.134,0.005,,,,0.119
ENM,done,25625002.0,257661.0,25805.0,25796.0,9.0,25795.0,xml,xml,20.917,20.917,2129.3,1096.2,cuda,22637.0,0.001,9.088,0.0,1.716,0.043,0.13,8.113,0.044,0.104,0.111,20.257,0.424,,2.467,5.357,8.526
ENTITY,done,383646.0,3453.0,203.0,203.0,0.0,203.0,xml,xml,0.364,0.364,0.0,450.7,,0.0,0.0,0.104,0.001,0.009,0.0,0.001,0.0,0.002,0.002,0.001,0.25,0.006,,,,0.217
ENVO,done,10726683.0,117750.0,6981.0,6937.0,44.0,6936.0,xml,xml,7.695,7.695,1866.8,1045.0,cuda,5166.0,0.0,4.052,0.0,0.648,0.012,0.03,2.109,0.048,0.057,0.027,7.429,0.113,,0.622,1.416,3.726
ENVS_VARIABLES,done,15515.0,129.0,15.0,15.0,0.0,2.0,xml,xml,0.285,0.285,0.0,469.7,cuda,8.0,0.0,0.005,0.001,0.0,0.0,0.0,0.033,0.0,0.0,0.001,0.162,0.005,,0.015,0.017,0.307
ENVTHES,done,6749300.0,66612.0,5659.0,5657.0,2.0,12.0,xml,xml,4.593,4.593,1773.1,1037.3,cuda,2534.0,0.0,2.45,0.005,0.393,0.012,0.027,1.207,0.003,0.005,0.021,4.388,0.073,,0.25,0.909,2.396
EO,done,530306.0,5001.0,769.0,769.0,0.0,768.0,xml,xml,0.478,0.478,0.0,507.0,cuda,22.0,0.0,0.163,0.001,0.014,0.001,0.002,0.025,0.001,0.003,0.003,0.352,0.012,,0.01,0.012,0.272
EO1,done,26342.0,223.0,28.0,27.0,1.0,2.0,xml,xml,0.285,0.285,0.0,483.8,cuda,25.0,0.0,0.008,0.001,0.001,0.0,0.0,0.021,0.0,0.0,0.001,0.153,0.006,,0.01,0.01,0.12
EOL,done,675478.0,5276.0,649.0,649.0,0.0,648.0,xml,xml,0.459,0.459,0.0,450.7,,0.0,0.0,0.188,0.001,0.015,0.001,0.003,0.001,0.001,0.003,0.002,0.346,0.008,,,,0.339
EP,done,199298.0,1180.0,234.0,233.0,1.0,232.0,xml,xml,0.435,0.435,0.0,981.7,cuda,207.0,0.0,0.044,0.001,0.003,0.0,0.001,0.124,0.0,0.001,0.001,0.299,0.01,,0.023,0.097,0.374
EPIE,done,401158.0,4394.0,392.0,392.0,0.0,392.0,xml,xml,0.584,0.584,0.0,982.1,cuda,331.0,0.0,0.116,0.001,0.011,0.001,0.002,0.176,0.001,0.002,0.002,0.441,0.012,,0.038,0.133,0.246
EPILONT,done,114229.0,873.0,138.0,138.0,0.0,138.0,xml,xml,0.316,0.316,0.0,571.7,cuda,52.0,0.0,0.03,0.001,0.003,0.0,0.0,0.036,0.0,0.001,0.001,0.195,0.007,,0.011,0.023,0.168
EPIO,done,3426338.0,32859.0,1916.0,1916.0,0.0,1916.0,xml,xml,2.456,2.456,1725.4,1034.7,cuda,1668.0,0.0,1.022,0.0,0.248,0.003,0.013,0.789,0.004,0.008,0.007,2.286,0.038,,0.162,0.602,1.234
EPIP,done,261633.0,2855.0,263.0,263.0,0.0,263.0,xml,xml,0.505,0.505,0.0,981.8,cuda,252.0,0.0,0.077,0.001,0.007,0.0,0.001,0.148,0.001,0.001,0.002,0.369,0.01,,0.027,0.116,0.201
EPISEM,done,1246856.0,8656.0,1595.0,1595.0,0.0,1594.0,xml,xml,0.634,0.634,0.0,466.8,cuda,5.0,0.0,0.29,0.002,0.025,0.001,0.004,0.021,0.001,0.005,0.005,0.498,0.018,,0.009,0.008,0.502
EPO,done,1212201.0,9906.0,1388.0,1388.0,0.0,1388.0,xml,xml,0.901,0.901,0.0,983.1,cuda,490.0,0.0,0.332,0.0,0.028,0.002,0.004,0.236,0.003,0.008,0.005,0.759,0.021,,0.056,0.171,0.499
EPSO,done,1636847.0,16246.0,2200.0,2198.0,2.0,2198.0,xml,xml,1.258,1.258,1685.4,983.1,cuda,509.0,0.0,0.499,0.002,0.176,0.002,0.005,0.244,0.006,0.01,0.007,1.117,0.027,,0.052,0.183,0.688
ERO,done,4562114.0,37770.0,4084.0,4062.0,22.0,4061.0,xml,xml,3.12,3.12,1742.2,988.2,cuda,2433.0,0.0,1.428,0.004,0.277,0.005,0.018,0.919,0.007,0.016,0.015,2.915,0.061,,0.221,0.662,1.615
ESFO,done,146894.0,1220.0,22.0,22.0,0.0,22.0,xml,xml,0.317,0.317,0.0,505.3,cuda,21.0,0.0,0.037,0.001,0.004,0.0,0.0,0.024,0.0,0.0,0.001,0.202,0.005,,0.01,0.012,0.246
ESO_C,done,124952.0,810.0,180.0,180.0,0.0,179.0,xml,xml,0.268,0.268,0.0,450.7,,0.0,0.0,0.028,0.001,0.003,0.0,0.0,0.0,0.0,0.001,0.001,0.16,0.006,,,,0.166
ESSO,done,2174061.0,12868.0,2706.0,2706.0,0.0,2705.0,xml,xml,0.951,0.951,0.0,638.3,cuda,45.0,0.0,0.413,0.002,0.159,0.002,0.005,0.048,0.006,0.014,0.008,0.803,0.028,,0.012,0.031,0.822
ETANC,done,50714.0,409.0,55.0,54.0,1.0,2.0,xml,xml,0.284,0.284,0.0,476.9,cuda,18.0,0.0,0.014,0.001,0.001,0.0,0.0,0.02,0.0,0.0,0.001,0.161,0.006,,0.01,0.009,0.217
ETHANC,done,40963.0,321.0,33.0,32.0,1.0,2.0,xml,xml,0.285,0.285,0.0,476.9,cuda,18.0,0.0,0.011,0.001,0.001,0.0,0.0,0.021,0.0,0.0,0.001,0.158,0.006,,0.01,0.009,0.237
ETHOPD,done,52224.0,415.0,64.0,63.0,1.0,2.0,xml,xml,0.301,0.301,0.0,456.0,cuda,8.0,0.001,0.014,0.001,0.001,0.0,0.0,0.035,0.0,0.0,0.001,0.177,0.006,,0.017,0.017,0.256
EUPATH,done,6205281.0,68846.0,5170.0,5110.0,60.0,5110.0,xml,xml,4.671,4.671,1780.9,992.0,cuda,3721.0,0.0,2.213,0.0,0.398,0.008,0.022,1.433,0.019,0.039,0.019,4.435,0.085,,0.411,0.977,2.162
EVI,done,71695.0,705.0,37.0,37.0,0.0,37.0,xml,xml,0.319,0.319,0.0,601.0,cuda,36.0,0.0,0.022,0.0,0.002,0.0,0.0,0.037,0.0,0.0,0.001,0.19,0.006,,0.009,0.027,0.139
EVORAO,done,726642.0,6872.0,86.0,83.0,3.0,83.0,xml,xml,0.573,0.573,0.0,783.2,cuda,80.0,0.0,0.217,0.0,0.018,0.0,0.001,0.063,0.002,0.002,0.001,0.447,0.007,,0.01,0.051,0.397
EVS,done,56455.0,542.0,75.0,74.0,1.0,2.0,xml,xml,0.299,0.299,0.0,589.5,cuda,67.0,0.0,0.018,0.001,0.001,0.0,0.0,0.036,0.0,0.0,0.001,0.181,0.006,,0.009,0.025,0.19
EXACT,done,211039.0,1785.0,171.0,163.0,8.0,162.0,xml,xml,0.348,0.348,0.0,546.0,cuda,43.0,0.0,0.056,0.001,0.005,0.0,0.001,0.03,0.001,0.001,0.001,0.225,0.006,,0.009,0.019,0.2
EXMO,done,1720247.0,16280.0,450.0,450.0,0.0,449.0,xml,xml,1.166,1.166,1686.4,983.1,cuda,405.0,0.0,0.492,0.0,0.17,0.001,0.002,0.2,0.003,0.002,0.002,1.025,0.013,,0.042,0.152,0.796
EXO,done,320332.0,2597.0,169.0,169.0,0.0,168.0,xml,xml,0.459,0.459,0.0,876.0,cuda,163.0,0.0,0.092,0.0,0.007,0.0,0.001,0.106,0.001,0.001,0.001,0.337,0.008,,0.022,0.082,0.362
EXON,done,4886.0,31.0,11.0,6.0,5.0,5.0,xml,xml,0.253,0.253,0.0,450.7,,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.129,0.005,,,,0.192
EXTRACT,done,15509.0,155.0,23.0,23.0,0.0,2.0,xml,xml,0.269,0.269,0.0,453.0,cuda,5.0,0.0,0.006,0.001,0.001,0.0,0.0,0.031,0.0,0.0,0.001,0.161,0.005,,0.014,0.015,0.272
FALDO,done,31172.0,251.0,19.0,19.0,0.0,19.0,xml,xml,0.317,0.317,0.0,501.0,cuda,16.0,0.0,0.009,0.001,0.001,0.0,0.0,0.059,0.0,0.0,0.001,0.195,0.006,,0.018,0.039,0.121
FALL,done,111768.0,774.0,110.0,52.0,58.0,51.0,xml,xml,0.285,0.285,0.0,450.7,,0.0,0.0,0.028,0.001,0.002,0.0,0.0,0.0,0.0,0.001,0.001,0.161,0.006,,,,0.135
FALLS,done,73355.0,529.0,48.0,31.0,17.0,30.0,xml,xml,0.286,0.286,0.0,451.7,cuda,2.0,0.0,0.02,0.001,0.001,0.0,0.0,0.016,0.0,0.0,0.001,0.164,0.006,,0.007,0.008,0.213
FAO,done,191489.0,2146.0,122.0,122.0,0.0,121.0,xml,xml,0.413,0.413,0.0,867.4,cuda,114.0,0.0,0.062,0.0,0.006,0.0,0.001,0.091,0.001,0.001,0.001,0.289,0.007,,0.016,0.073,0.218
FAST-CHRONO,done,686325.0,6236.0,683.0,4.0,679.0,3.0,xml,xml,0.507,0.507,0.0,450.7,,0.0,0.0,0.218,0.001,0.017,0.001,0.003,0.001,0.0,0.0,0.002,0.377,0.007,,,,0.453
FAST-EVENT,done,18024140.0,193971.0,16982.0,691.0,16291.0,4.0,xml,xml,9.491,9.491,1967.9,450.7,,0.0,0.001,7.262,0.012,1.006,0.029,0.082,0.025,0.008,0.002,0.064,9.193,0.106,,,,6.101
FAST-EVENT-SKOS,done,18024140.0,193971.0,16982.0,691.0,16291.0,4.0,xml,xml,9.476,9.476,1969.5,450.7,,0.0,0.001,7.213,0.013,1.02,0.029,0.084,0.025,0.007,0.002,0.063,9.178,0.105,,,,6.074
FAST-FORMGENRE,done,4434446.0,40034.0,3289.0,254.0,3035.0,3.0,xml,xml,2.277,2.277,1734.3,450.7,,0.0,0.0,1.606,0.003,0.268,0.004,0.014,0.005,0.001,0.0,0.01,2.121,0.022,,,,1.603
FAST-GENREFORM,done,5077414.0,47053.0,3465.0,250.0,3215.0,4.0,xml,xml,2.519,2.519,1749.4,450.7,,0.0,0.0,1.967,0.004,0.142,0.005,0.016,0.005,0.001,0.0,0.011,2.374,0.024,,,,1.783
FAST-TITLE,done,112503971.0,897156.0,65802.0,36.0,65766.0,3.0,xml,xml,50.514,50.514,3172.4,450.7,,0.0,0.001,39.092,0.064,5.893,0.144,0.344,0.115,0.037,0.007,0.316,49.513,0.387,,,,36.838
FASTO,done,13747762.0,90030.0,10026.0,9577.0,449.0,9577.0,xml,xml,5.623,5.623,1800.0,988.3,cuda,248.0,0.0,3.367,0.0,0.514,0.012,0.03,0.163,0.022,0.045,0.036,5.391,0.086,0.834,0.025,0.119,0.341
FB-BT,done,151413009.0,1306671.0,28772.0,28772.0,0.0,28771.0,xml,xml,80.673,80.673,3569.1,1113.9,cuda,28373.0,0.0,46.989,0.0,8.115,0.061,0.272,17.831,0.75,0.547,0.142,79.36,0.515,,3.015,14.034,49.611
FB-CV,done,4480388.0,52438.0,2339.0,2339.0,0.0,2338.0,xml,xml,3.433,3.433,1748.2,1035.6,cuda,1977.0,0.0,1.756,0.0,0.328,0.004,0.012,0.889,0.017,0.014,0.008,3.259,0.043,,0.205,0.659,1.627
FB-DV,done,629116.0,5847.0,223.0,223.0,0.0,222.0,xml,xml,0.618,0.618,0.0,981.7,cuda,211.0,0.0,0.188,0.0,0.015,0.0,0.001,0.124,0.003,0.003,0.002,0.472,0.009,,0.022,0.098,0.294
FB-SP,done,6312957.0,56062.0,6601.0,6601.0,0.0,6600.0,xml,xml,3.134,3.134,1766.5,450.7,,0.0,0.0,2.239,0.005,0.354,0.007,0.03,0.01,0.008,0.022,0.023,2.943,0.046,,,,2.211
FBbi,done,720961.0,8431.0,693.0,690.0,3.0,689.0,xml,xml,0.682,0.682,0.0,981.5,cuda,135.0,0.0,0.245,0.0,0.024,0.001,0.003,0.12,0.002,0.003,0.003,0.555,0.013,,0.022,0.094,0.394
FCC1,done,57263.0,377.0,11.0,10.0,1.0,9.0,xml,xml,0.263,0.263,0.0,450.7,,0.0,0.0,0.013,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.14,0.005,,,,0.193
FDC-GDMT,done,773122.0,7532.0,1001.0,1000.0,1.0,2.0,xml,xml,0.709,0.709,0.0,801.8,cuda,542.0,0.0,0.247,0.001,0.02,0.001,0.003,0.163,0.0,0.001,0.004,0.58,0.018,,0.054,0.102,0.354
FDSAJFAHSJK,done,2409.0,10.0,4.0,4.0,0.0,3.0,xml,xml,0.237,0.237,0.0,418.7,,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.127,0.007,,,,0.115
FDT-O,done,38189.0,350.0,62.0,48.0,14.0,47.0,xml,xml,0.27,0.27,0.0,467.0,cuda,7.0,0.0,0.012,0.0,0.001,0.0,0.0,0.019,0.0,0.001,0.001,0.16,0.006,,0.009,0.008,0.18
FENICS,done,219212.0,1519.0,196.0,153.0,43.0,153.0,xml,xml,0.386,0.386,0.0,752.3,cuda,87.0,0.0,0.05,0.001,0.004,0.0,0.001,0.07,0.0,0.001,0.001,0.259,0.008,,0.016,0.052,0.195
FG,done,113135.0,784.0,10.0,10.0,0.0,9.0,xml,xml,0.268,0.268,0.0,450.7,,0.0,0.0,0.028,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.153,0.005,,,,0.149
FGNHNS,done,4404116.0,41637.0,3914.0,3897.0,17.0,3896.0,xml,xml,2.325,2.325,1734.3,469.3,cuda,13.0,0.0,1.569,0.003,0.301,0.007,0.015,0.027,0.003,0.012,0.014,2.156,0.035,,0.01,0.008,1.578
FHHO,done,831747.0,6571.0,251.0,239.0,12.0,238.0,xml,xml,0.574,0.574,0.0,799.2,cuda,86.0,0.0,0.219,0.001,0.018,0.0,0.0,0.066,0.001,0.002,0.001,0.446,0.008,,0.012,0.052,0.38
FIDEO,done,3557418.0,48547.0,3544.0,3544.0,0.0,3543.0,xml,xml,2.264,2.264,1749.1,450.7,,0.0,0.0,1.486,0.0,0.317,0.004,0.006,0.005,0.017,0.043,0.011,2.113,0.025,,,,1.328
FIRE,done,55402.0,475.0,63.0,54.0,9.0,53.0,xml,xml,0.316,0.316,0.0,602.6,cuda,55.0,0.0,0.017,0.001,0.001,0.0,0.0,0.037,0.0,0.001,0.001,0.183,0.006,,0.009,0.026,0.161
FISH-AST,done,172140.0,1682.0,128.0,127.0,1.0,2.0,xml,xml,0.333,0.333,0.0,451.3,cuda,1.0,0.0,0.055,0.001,0.004,0.0,0.001,0.015,0.0,0.0,0.001,0.205,0.006,,0.007,0.007,0.193
FISHO,done,342342.0,2835.0,395.0,387.0,8.0,386.0,xml,xml,0.459,0.459,0.0,871.3,cuda,101.0,0.0,0.1,0.0,0.008,0.001,0.001,0.078,0.001,0.002,0.002,0.322,0.009,,0.011,0.064,0.219
FIT_BIT,done,44407.0,373.0,42.0,41.0,1.0,2.0,xml,xml,0.348,0.348,0.0,538.4,cuda,39.0,0.0,0.013,0.001,0.001,0.0,0.0,0.085,0.0,0.0,0.001,0.225,0.006,,0.022,0.062,0.136
FIX,done,1156379.0,10551.0,1164.0,1164.0,0.0,1163.0,xml,xml,0.68,0.68,0.0,450.7,,0.0,0.0,0.366,0.001,0.029,0.001,0.005,0.002,0.001,0.005,0.004,0.554,0.012,,,,0.607
FL8DSIP,done,40226.0,366.0,55.0,26.0,29.0,26.0,xml,xml,0.269,0.269,0.0,450.7,,0.0,0.0,0.012,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.152,0.005,,,,0.146
FLDLB3,done,11665.0,100.0,14.0,13.0,1.0,2.0,xml,xml,0.28,0.28,0.0,456.1,cuda,11.0,0.0,0.004,0.001,0.0,0.0,0.0,0.022,0.0,0.0,0.001,0.15,0.005,,0.011,0.01,0.22
FLOPO,done,65827948.0,793565.0,35582.0,35580.0,2.0,35581.0,xml,xml,44.501,44.501,2924.7,1125.9,cuda,32788.0,0.0,25.143,0.0,4.943,0.071,0.166,9.575,0.348,0.391,0.165,43.43,0.563,,2.78,6.372,21.72
FLU,done,931438.0,7996.0,605.0,585.0,20.0,585.0,xml,xml,0.761,0.761,0.0,983.1,cuda,440.0,0.0,0.254,0.001,0.022,0.001,0.002,0.207,0.002,0.003,0.003,0.634,0.014,,0.044,0.156,0.41
FLYGLYCODB,done,77499.0,649.0,115.0,115.0,0.0,114.0,xml,xml,0.3,0.3,0.0,473.5,cuda,19.0,0.0,0.023,0.0,0.002,0.0,0.0,0.02,0.0,0.001,0.001,0.177,0.006,,0.01,0.009,0.128
FMA,done,278402719.0,2891929.0,104724.0,104722.0,2.0,104721.0,xml,xml,147.282,147.282,6133.5,987.4,cuda,70.0,0.0,107.291,0.0,19.676,0.18,0.485,0.501,2.166,1.753,0.572,144.519,0.868,0.919,0.029,0.268,91.043
FMPM,done,103183.0,1445.0,163.0,163.0,0.0,162.0,xml,xml,0.3,0.3,0.0,450.7,,0.0,0.0,0.037,0.001,0.004,0.0,0.001,0.0,0.0,0.001,0.001,0.171,0.005,,,,0.16
FNS-H,done,33095585.0,264043.0,38441.0,31465.0,6976.0,31464.0,xml,xml,22.113,22.113,2152.8,1095.9,cuda,22382.0,0.001,9.891,0.02,1.487,0.059,0.161,8.356,0.061,0.171,0.166,21.359,0.504,,2.179,5.849,10.982
FO,done,33919.0,370.0,33.0,33.0,0.0,32.0,xml,xml,0.285,0.285,0.0,458.0,cuda,28.0,0.0,0.014,0.001,0.001,0.0,0.0,0.019,0.0,0.001,0.001,0.16,0.006,,0.01,0.008,0.22
FOAF,done,52849.0,599.0,22.0,22.0,0.0,22.0,xml,xml,0.31,0.31,0.0,461.3,cuda,13.0,0.0,0.019,0.001,0.002,0.0,0.0,0.041,0.0,0.0,0.001,0.184,0.005,,0.018,0.021,0.192
FOBI,done,3286603.0,40460.0,1335.0,1335.0,0.0,1334.0,xml,xml,2.089,2.089,1724.6,981.9,cuda,255.0,0.0,1.259,0.0,0.265,0.002,0.006,0.168,0.024,0.022,0.005,1.947,0.018,,0.036,0.126,1.226
FOODON,done,46581249.0,456610.0,40123.0,40107.0,16.0,40107.0,xml,xml,36.947,36.947,2394.5,1116.0,cuda,29417.0,0.001,16.381,0.0,2.962,0.077,0.201,14.124,0.165,0.32,0.187,36.044,0.581,,3.229,10.423,15.358
FOUR-M_VOCABS,done,161769.0,793.0,397.0,397.0,0.0,396.0,xml,xml,0.285,0.285,0.0,450.7,,0.0,0.0,0.029,0.001,0.002,0.0,0.001,0.001,0.0,0.002,0.002,0.159,0.007,,,,0.193
FOVT,done,46851353.0,575319.0,12321.0,11982.0,339.0,11981.0,xml,xml,29.495,29.495,2505.8,1063.9,cuda,11495.0,0.0,18.358,0.0,3.628,0.025,0.089,4.266,0.247,0.268,0.055,28.92,0.212,,1.285,2.785,15.489
