acronym,eval_status,eval_bytes,triple_count,entities,classes,individuals,bp_classes,sniffed_format,parse_format,eval_seconds,wall_seconds,parent_peak_rss_mb,gpu_peak_allocated_mb,define_device,define_defined,time_sniff,time_parse,time_identity,time_index,time_stats,time_describe,time_define,time_connection,time_flat,time_entities_table,time_total,time_write_outputs,time_define_bp,define_seconds_encode_labels,define_seconds_encode_definitions,download_seconds
PSDS,done,1308351.0,11220.0,346.0,346.0,0.0,345.0,xml,xml,0.871,0.871,0.0,982.1,cuda,333.0,0.0,0.38,0.002,0.031,0.001,0.002,0.168,0.003,0.001,0.002,0.736,0.012,,0.037,0.125,0.58
PSIMOD,done,18617185.0,187978.0,2117.0,2117.0,0.0,2116.0,xml,xml,10.265,10.265,1955.9,1036.1,cuda,2116.0,0.0,7.081,0.0,0.99,0.011,0.016,1.174,0.053,0.011,0.009,10.032,0.042,,0.456,0.688,6.228
PSO,done,427843.0,2771.0,568.0,568.0,0.0,567.0,xml,xml,0.412,0.412,0.0,610.3,cuda,38.0,0.001,0.096,0.001,0.007,0.001,0.001,0.041,0.001,0.003,0.002,0.28,0.011,,0.009,0.029,0.274
PSO_2,done,144367.0,1337.0,292.0,292.0,0.0,291.0,xml,xml,0.303,0.303,0.0,450.7,,0.0,0.0,0.046,0.001,0.003,0.0,0.0,0.0,0.001,0.002,0.001,0.181,0.007,,,,0.193
PTO,done,3489068.0,28898.0,1723.0,1723.0,0.0,1722.0,xml,xml,2.469,2.469,1724.8,986.1,cuda,1697.0,0.0,1.14,0.003,0.231,0.003,0.01,0.712,0.007,0.007,0.007,2.305,0.036,,0.151,0.54,1.448
PTRANS,done,54801.0,452.0,36.0,36.0,0.0,35.0,xml,xml,0.411,0.411,0.0,516.7,cuda,32.0,0.0,0.015,0.0,0.001,0.0,0.0,0.14,0.0,0.0,0.001,0.289,0.006,,0.04,0.099,0.19
PTRO,done,117154.0,1091.0,43.0,43.0,0.0,43.0,xml,xml,0.333,0.333,0.0,610.7,cuda,42.0,0.0,0.031,0.0,0.003,0.0,0.0,0.04,0.0,0.0,0.001,0.206,0.006,,0.01,0.028,0.236
PTS,done,7364918.0,68769.0,6623.0,6623.0,0.0,6623.0,xml,xml,3.66,3.66,1790.7,478.4,cuda,15.0,0.0,2.772,0.006,0.225,0.007,0.022,0.059,0.018,0.035,0.024,3.467,0.057,,0.024,0.025,2.512
PU,done,2797.0,15.0,5.0,5.0,0.0,5.0,xml,xml,0.238,0.238,0.0,418.7,,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.124,0.005,,,,0.225
PVONTO,done,16175.0,101.0,34.0,34.0,0.0,33.0,xml,xml,0.255,0.255,0.0,450.7,,0.0,0.0,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.129,0.005,,,,0.279
PW,done,6001207.0,44913.0,2761.0,2761.0,0.0,2760.0,xml,xml,3.803,3.803,1763.7,988.5,cuda,2539.0,0.0,1.838,0.0,0.31,0.004,0.016,1.189,0.011,0.012,0.011,3.617,0.052,,0.252,0.9,2.113
QUANTUM-MIND,done,671731.0,4749.0,440.0,395.0,45.0,395.0,xml,xml,0.648,0.648,0.0,982.0,cuda,308.0,0.0,0.149,0.0,0.013,0.001,0.001,0.218,0.001,0.003,0.002,0.521,0.012,,0.044,0.166,0.33
QUDT,done,392363.0,3347.0,128.0,105.0,23.0,105.0,xml,xml,0.551,0.551,0.0,771.8,cuda,77.0,0.0,0.132,0.001,0.009,0.0,0.0,0.066,0.001,0.001,0.001,0.421,0.007,0.06,0.011,0.052,0.326
QUDT2,done,393955.0,3325.0,156.0,114.0,42.0,114.0,xml,xml,0.427,0.427,0.0,597.6,cuda,35.0,0.0,0.127,0.0,0.008,0.0,0.0,0.036,0.001,0.001,0.001,0.307,0.006,,0.009,0.025,0.345
QUDT2-1,done,129787.0,2292.0,114.0,89.0,25.0,0.0,turtle,turtle,0.394,0.394,0.0,695.4,cuda,59.0,0.001,0.071,0.0,0.006,0.0,0.0,0.058,0.001,0.001,0.001,0.269,0.007,,0.01,0.046,0.617
RADLEX,done,70418000.0,818708.0,46901.0,46901.0,0.0,46900.0,xml,xml,41.792,41.792,2845.7,1041.1,,0.0,0.0,29.575,0.041,4.502,0.123,0.216,0.099,0.728,0.758,0.266,40.894,0.358,1.777,,,23.148
RADXTT-MVREASONS,done,27372.0,235.0,29.0,28.0,1.0,2.0,xml,xml,0.269,0.269,0.0,478.4,cuda,26.0,0.0,0.008,0.001,0.001,0.0,0.0,0.019,0.0,0.0,0.001,0.155,0.005,,0.009,0.009,0.231
RAO,done,158392.0,1684.0,281.0,281.0,0.0,280.0,xml,xml,0.303,0.303,0.0,450.7,,0.0,0.0,0.053,0.001,0.004,0.0,0.001,0.0,0.0,0.001,0.001,0.187,0.006,,,,0.176
RB,done,304887.0,2568.0,443.0,443.0,0.0,442.0,xml,xml,0.538,0.538,0.0,921.8,cuda,441.0,0.0,0.091,0.001,0.007,0.001,0.001,0.17,0.0,0.002,0.002,0.404,0.012,,0.041,0.123,0.261
RBO,done,31220523.0,378880.0,10031.0,9222.0,809.0,9222.0,xml,xml,20.221,20.221,2263.8,1055.9,cuda,8540.0,0.0,12.058,0.0,2.405,0.019,0.066,3.568,0.149,0.179,0.048,19.78,0.164,,0.986,2.461,10.373
RCTONT,done,343156.0,2838.0,240.0,195.0,45.0,195.0,xml,xml,0.442,0.442,0.0,832.3,cuda,92.0,0.0,0.093,0.001,0.009,0.001,0.001,0.076,0.001,0.001,0.001,0.32,0.008,,0.012,0.06,0.231
RCTV2,done,34203698.0,266563.0,88855.0,88855.0,0.0,88854.0,xml,xml,15.554,15.554,2194.4,450.7,,0.0,0.0,10.982,0.02,1.521,0.111,0.147,0.137,0.104,0.368,0.385,14.767,0.536,,,,11.309
RDA-CONTENT,done,212907.0,1559.0,28.0,27.0,1.0,2.0,xml,xml,0.332,0.332,0.0,546.2,cuda,23.0,0.0,0.049,0.001,0.004,0.0,0.0,0.031,0.0,0.0,0.001,0.211,0.006,,0.009,0.02,0.227
RDA-ISSUANCE,done,72076.0,473.0,11.0,10.0,1.0,2.0,xml,xml,0.282,0.282,0.0,471.8,cuda,5.0,0.0,0.016,0.001,0.001,0.0,0.0,0.02,0.0,0.0,0.001,0.163,0.006,,0.009,0.009,0.222
RDAO,done,280223.0,2021.0,259.0,259.0,0.0,259.0,xml,xml,0.373,0.373,0.0,646.4,cuda,47.0,0.0,0.067,0.0,0.005,0.0,0.001,0.044,0.0,0.001,0.001,0.249,0.007,,0.01,0.032,0.221
RDFS,done,12415.0,95.0,8.0,8.0,0.0,7.0,xml,xml,0.284,0.284,0.0,457.9,cuda,6.0,0.0,0.004,0.001,0.0,0.0,0.0,0.032,0.0,0.0,0.001,0.161,0.005,,0.015,0.016,0.185
RDL,done,318828616.0,3506152.0,618606.0,203.0,618403.0,203.0,xml,xml,174.408,174.408,6811.0,450.7,,0.0,0.001,122.39,0.179,23.776,0.735,2.025,1.179,3.67,0.126,2.708,168.607,3.686,,,,104.184
RDO,done,245551.0,1975.0,365.0,363.0,2.0,362.0,xml,xml,0.316,0.316,0.0,450.7,,0.0,0.0,0.064,0.001,0.005,0.0,0.001,0.001,0.001,0.002,0.001,0.204,0.007,,,,0.199
REGN_BRO,done,560287.0,3357.0,492.0,487.0,5.0,486.0,xml,xml,0.411,0.411,0.0,458.1,cuda,12.0,0.0,0.127,0.001,0.01,0.001,0.002,0.02,0.0,0.002,0.002,0.293,0.009,,0.009,0.008,0.311
REGN_GO,done,137862955.0,1509604.0,51064.0,51064.0,0.0,51063.0,xml,xml,93.763,93.763,3982.0,1168.8,cuda,47417.0,0.0,49.619,0.0,9.546,0.105,0.339,25.652,0.666,0.601,0.251,91.98,0.841,,6.254,18.651,45.156
REHABO,done,387811.0,3101.0,134.0,112.0,22.0,112.0,xml,xml,0.459,0.459,0.0,867.3,cuda,100.0,0.0,0.098,0.0,0.008,0.0,0.001,0.079,0.001,0.001,0.001,0.321,0.007,,0.013,0.064,0.34
REPO,done,108067.0,799.0,96.0,96.0,0.0,96.0,xml,xml,0.318,0.318,0.0,453.3,cuda,2.0,0.0,0.03,0.001,0.003,0.0,0.0,0.018,0.0,0.001,0.001,0.19,0.006,,0.008,0.008,0.133
REPOS,done,15203.0,98.0,13.0,6.0,7.0,5.0,xml,xml,0.254,0.254,0.0,450.7,,0.0,0.0,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.141,0.006,,,,0.191
REPRODUCE-ME,done,414374.0,3879.0,598.0,347.0,251.0,347.0,xml,xml,0.688,0.688,0.0,982.0,cuda,291.0,0.0,0.122,0.001,0.011,0.001,0.001,0.139,0.001,0.002,0.003,0.555,0.014,0.133,0.028,0.106,0.244
RETO,done,202906559.0,2213766.0,147739.0,147739.0,0.0,147738.0,xml,xml,154.21,154.21,4604.9,1462.7,cuda,147738.0,0.0,79.771,0.114,11.958,0.353,0.848,45.876,2.63,0.666,0.836,150.457,2.46,,13.417,30.229,66.487
REX,done,810084.0,7008.0,553.0,553.0,0.0,552.0,xml,xml,0.698,0.698,0.0,822.1,cuda,350.0,0.0,0.242,0.001,0.02,0.001,0.002,0.155,0.002,0.003,0.002,0.568,0.013,,0.042,0.108,0.398
REXO,done,215816024.0,2350444.0,158240.0,158240.0,0.0,158239.0,xml,xml,163.087,163.087,4754.2,1493.9,cuda,158239.0,0.0,84.199,0.118,12.649,0.382,0.925,48.6,2.845,0.718,0.899,159.139,2.64,,14.355,31.817,70.715
RH-MESH,done,228722712.0,1972712.0,305350.0,305350.0,0.0,305349.0,xml,xml,108.529,108.529,4847.4,450.7,,0.0,0.0,80.748,0.127,10.841,0.457,1.023,0.555,0.686,1.986,1.657,105.602,1.66,,,,74.826
RNAO,done,803121.0,7848.0,693.0,693.0,0.0,692.0,xml,xml,0.683,0.683,0.0,708.7,cuda,73.0,0.0,0.257,0.001,0.022,0.001,0.002,0.059,0.003,0.004,0.003,0.559,0.012,0.054,0.012,0.044,0.375
RNPRIO,done,47368.0,303.0,80.0,80.0,0.0,79.0,xml,xml,0.3,0.3,0.0,571.8,cuda,58.0,0.0,0.012,0.001,0.001,0.0,0.0,0.036,0.0,0.001,0.001,0.174,0.006,,0.012,0.022,0.151
RNRMU,done,838363.0,6962.0,2311.0,2311.0,0.0,2310.0,xml,xml,0.555,0.555,0.0,450.7,,0.0,0.001,0.226,0.001,0.018,0.002,0.003,0.003,0.001,0.007,0.007,0.403,0.035,,,,0.39
RO,done,261650.0,2578.0,486.0,459.0,27.0,458.0,xml,xml,0.523,0.523,0.0,983.1,cuda,375.0,0.0,0.082,0.001,0.007,0.001,0.001,0.173,0.0,0.002,0.002,0.397,0.012,,0.039,0.129,0.247
ROADMAP,done,841301.0,8302.0,651.0,647.0,4.0,647.0,xml,xml,0.87,0.87,0.0,983.1,cuda,649.0,0.0,0.246,0.001,0.023,0.001,0.002,0.319,0.002,0.004,0.003,0.739,0.018,,0.076,0.233,0.362
ROCKNROLLTEST,done,4018.0,23.0,3.0,2.0,1.0,1.0,xml,xml,0.523,0.523,0.0,452.3,cuda,1.0,0.0,0.002,0.001,0.0,0.0,0.0,0.283,0.0,0.0,0.001,0.407,0.005,,0.209,0.073,0.202
ROLEO,done,1276512.0,14475.0,2126.0,2126.0,0.0,2125.0,xml,xml,1.022,1.022,1682.5,779.1,cuda,137.0,0.0,0.437,0.001,0.162,0.002,0.007,0.09,0.002,0.008,0.008,0.864,0.023,,0.02,0.065,0.533
ROO,done,1210278.0,12091.0,1307.0,1307.0,0.0,1307.0,xml,xml,1.244,1.244,1678.6,984.1,cuda,1007.0,0.0,0.365,0.001,0.155,0.002,0.003,0.42,0.002,0.009,0.005,1.105,0.026,,0.091,0.315,0.555
ROR,done,141056640.0,1546347.0,137753.0,10.0,137743.0,10.0,xml,xml,99.721,99.721,4113.5,1046.2,cuda,120452.0,0.001,53.465,0.0,9.759,0.253,0.618,25.196,0.795,0.019,0.682,96.637,2.138,,12.417,11.35,5.422
ROS,done,256412.0,2134.0,416.0,416.0,0.0,416.0,xml,xml,0.364,0.364,0.0,532.9,cuda,99.0,0.0,0.068,0.0,0.006,0.0,0.001,0.031,0.0,0.002,0.002,0.237,0.009,,0.013,0.016,0.162
RPO,done,2862562.0,23952.0,1546.0,1546.0,0.0,1545.0,xml,xml,1.408,1.408,1716.6,450.7,,0.0,0.0,0.982,0.002,0.079,0.002,0.012,0.002,0.001,0.005,0.006,1.271,0.015,,,,1.053
RS,done,6958702.0,60913.0,5692.0,5692.0,0.0,5689.0,xml,xml,3.423,3.423,1781.8,638.3,cuda,77.0,0.0,2.434,0.0,0.376,0.006,0.032,0.063,0.007,0.024,0.022,3.23,0.048,,0.021,0.033,2.562
RSA,done,18138.0,118.0,15.0,11.0,4.0,10.0,xml,xml,0.286,0.286,0.0,479.8,cuda,7.0,0.0,0.005,0.001,0.0,0.0,0.0,0.037,0.0,0.0,0.001,0.172,0.006,,0.015,0.021,0.212
RVO,done,18566.0,162.0,18.0,13.0,5.0,12.0,xml,xml,0.3,0.3,0.0,475.2,cuda,13.0,0.0,0.006,0.001,0.0,0.0,0.0,0.043,0.0,0.0,0.001,0.174,0.006,,0.016,0.025,0.167
RXNO,done,2004404.0,18006.0,1075.0,1075.0,0.0,1074.0,xml,xml,1.471,1.471,1688.7,983.5,cuda,827.0,0.0,0.726,0.0,0.051,0.001,0.005,0.36,0.006,0.007,0.004,1.322,0.021,,0.086,0.264,0.89
RXNORM,done,290179100.0,2774898.0,124798.0,124798.0,0.0,124792.0,xml,xml,151.584,151.584,5761.2,453.1,cuda,4.0,0.0,112.513,0.159,19.135,0.284,0.71,0.42,3.848,0.422,0.735,148.953,0.881,,0.018,0.025,94.856
S4EHAW,done,204336.0,1823.0,176.0,138.0,38.0,137.0,xml,xml,0.427,0.427,0.0,981.6,cuda,170.0,0.0,0.058,0.0,0.005,0.0,0.0,0.113,0.001,0.001,0.001,0.309,0.009,,0.019,0.09,0.175
SALMON,done,2474851.0,20594.0,1161.0,1122.0,39.0,1121.0,xml,xml,1.6,1.6,1695.9,984.0,cuda,985.0,0.0,0.823,0.0,0.058,0.002,0.005,0.374,0.006,0.005,0.004,1.445,0.024,,0.083,0.278,0.975
SAO,done,1170877.0,10173.0,764.0,764.0,0.0,764.0,xml,xml,0.743,0.743,0.0,779.2,cuda,78.0,0.0,0.358,0.001,0.028,0.001,0.004,0.065,0.002,0.004,0.003,0.609,0.012,,0.011,0.051,0.514
SARSMUTONTO,done,3814539.0,25699.0,5488.0,2388.0,3100.0,2388.0,xml,xml,1.504,1.504,1734.3,450.7,,0.0,0.0,1.028,0.003,0.078,0.005,0.011,0.007,0.011,0.008,0.014,1.342,0.034,,,,1.344
SASAP,done,325374.0,2498.0,252.0,31.0,221.0,30.0,xml,xml,0.403,0.403,0.0,726.6,cuda,66.0,0.0,0.086,0.0,0.007,0.0,0.001,0.06,0.001,0.0,0.001,0.285,0.007,,0.013,0.044,0.239
SATO,done,1167060.0,10176.0,1265.0,1264.0,1.0,1264.0,xml,xml,1.075,1.075,1677.6,984.7,cuda,1244.0,0.0,0.279,0.001,0.028,0.002,0.004,0.456,0.002,0.005,0.005,0.926,0.028,,0.11,0.33,0.472
SATUSEHATTHESIS,done,262905.0,1911.0,599.0,13.0,586.0,12.0,xml,xml,0.316,0.316,0.0,450.7,,0.0,0.0,0.069,0.001,0.005,0.001,0.001,0.001,0.0,0.0,0.002,0.205,0.009,,,,0.309
SBO,done,542754.0,3689.0,696.0,696.0,0.0,695.0,xml,xml,0.743,0.743,0.0,983.1,cuda,694.0,0.0,0.125,0.001,0.009,0.001,0.002,0.323,0.001,0.003,0.003,0.601,0.018,,0.077,0.237,0.578
SBOL,done,87219.0,703.0,42.0,42.0,0.0,41.0,xml,xml,0.32,0.32,0.0,547.0,cuda,38.0,0.0,0.026,0.001,0.002,0.0,0.0,0.03,0.0,0.001,0.001,0.195,0.006,,0.009,0.019,0.148
SCDO,done,3965880.0,42240.0,2072.0,2072.0,0.0,2072.0,xml,xml,2.901,2.901,1736.1,987.1,cuda,2041.0,0.0,1.375,0.0,0.283,0.003,0.011,0.799,0.019,0.021,0.007,2.73,0.043,,0.191,0.582,1.394
SCHEMA,done,2745133.0,37596.0,950.0,950.0,0.0,949.0,xml,xml,2.097,2.097,1679.7,995.5,cuda,940.0,0.0,1.109,0.002,0.257,0.003,0.003,0.361,0.013,0.004,0.004,1.954,0.022,,0.075,0.274,1.004
SCIO,done,521141.0,4304.0,532.0,320.0,212.0,320.0,xml,xml,0.464,0.464,0.0,685.9,cuda,56.0,0.0,0.14,0.001,0.011,0.001,0.001,0.048,0.001,0.002,0.002,0.338,0.01,,0.009,0.035,0.274
SCO,done,3121621.0,30382.0,3917.0,2712.0,1205.0,2712.0,xml,xml,2.487,2.487,1721.6,988.4,cuda,2489.0,0.0,1.022,0.0,0.239,0.005,0.011,0.796,0.013,0.014,0.013,2.306,0.054,,0.195,0.572,1.165
SCO-U,done,981581.0,6501.0,116.0,113.0,3.0,113.0,xml,xml,0.616,0.616,0.0,920.5,cuda,113.0,0.0,0.212,0.0,0.018,0.001,0.0,0.117,0.001,0.002,0.001,0.49,0.007,,0.029,0.083,0.418
SCO_V1,done,878081.0,6396.0,83.0,81.0,2.0,80.0,xml,xml,0.586,0.586,0.0,788.0,cuda,81.0,0.0,0.208,0.0,0.018,0.001,0.0,0.074,0.001,0.002,0.001,0.45,0.007,,0.017,0.054,0.459
SD3,done,55221.0,293.0,57.0,57.0,0.0,57.0,xml,xml,0.285,0.285,0.0,516.7,cuda,37.0,0.0,0.012,0.001,0.001,0.0,0.0,0.025,0.0,0.001,0.001,0.166,0.006,,0.009,0.014,0.138
SDO,done,1439930.0,14372.0,1436.0,1382.0,54.0,1382.0,xml,xml,1.241,1.241,1680.7,983.4,cuda,782.0,0.0,0.433,0.001,0.164,0.002,0.004,0.314,0.006,0.01,0.005,1.088,0.024,,0.082,0.222,0.61
SDOED,done,103406.0,955.0,232.0,232.0,0.0,231.0,xml,xml,0.269,0.269,0.0,450.7,,0.0,0.0,0.029,0.001,0.003,0.0,0.001,0.0,0.001,0.001,0.001,0.159,0.006,,,,0.133
SDOHO,done,330158.0,2655.0,421.0,386.0,35.0,385.0,xml,xml,0.491,0.491,0.0,981.5,cuda,144.0,0.0,0.08,0.001,0.007,0.001,0.001,0.131,0.001,0.002,0.002,0.355,0.01,,0.025,0.103,0.184
SEDI,done,4736475.0,61649.0,1424.0,1424.0,0.0,1423.0,xml,xml,2.662,2.662,1759.6,450.7,,0.0,0.0,1.851,0.004,0.356,0.003,0.004,0.002,0.022,0.013,0.005,2.522,0.015,,,,1.672
SENSO,done,11550.0,72.0,5.0,5.0,0.0,4.0,xml,xml,0.268,0.268,0.0,455.6,cuda,4.0,0.0,0.004,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.001,0.147,0.006,,0.01,0.009,0.101
SEP,done,393762.0,3126.0,224.0,224.0,0.0,223.0,xml,xml,0.506,0.506,0.0,981.7,cuda,214.0,0.0,0.107,0.0,0.009,0.0,0.001,0.126,0.001,0.001,0.001,0.38,0.009,,0.025,0.098,0.272
SEPIO,done,595266.0,4922.0,148.0,127.0,21.0,127.0,xml,xml,0.506,0.506,0.0,898.9,cuda,108.0,0.0,0.153,0.0,0.013,0.0,0.001,0.084,0.001,0.001,0.001,0.386,0.007,,0.011,0.069,0.31
SEPON,done,2026939.0,14241.0,1909.0,1909.0,0.0,1908.0,xml,xml,0.973,0.973,0.0,450.7,,0.0,0.0,0.469,0.0,0.178,0.002,0.007,0.003,0.001,0.007,0.006,0.836,0.017,,,,0.778
SHEDDING-HUB,done,122752.0,1186.0,118.0,117.0,1.0,5.0,xml,xml,0.33,0.33,0.0,467.5,cuda,16.0,0.0,0.038,0.0,0.004,0.0,0.0,0.022,0.001,0.0,0.001,0.208,0.007,,0.01,0.01,0.181
SHR,done,135542.0,1127.0,295.0,295.0,0.0,295.0,xml,xml,0.386,0.386,0.0,671.7,cuda,152.0,0.0,0.042,0.001,0.003,0.0,0.001,0.069,0.0,0.001,0.001,0.245,0.009,,0.022,0.045,0.184
SIBO,done,611998.0,7451.0,526.0,526.0,0.0,525.0,xml,xml,0.633,0.633,0.0,981.6,cuda,161.0,0.0,0.21,0.001,0.019,0.001,0.002,0.121,0.003,0.004,0.002,0.502,0.01,,0.028,0.09,0.294
SIMM,done,231256.0,1941.0,305.0,305.0,0.0,304.0,xml,xml,0.364,0.364,0.0,455.7,cuda,3.0,0.0,0.07,0.001,0.005,0.0,0.001,0.019,0.0,0.001,0.002,0.23,0.007,,0.009,0.009,0.165
SIMON,parse_failed,693186.0,,,,,41.0,,,0.772,,,,,,,,,,,,,,,,,,,,,0.379
SIO,done,1582452.0,16269.0,1586.0,1586.0,0.0,1585.0,xml,xml,1.409,1.409,1686.1,879.7,cuda,1419.0,0.0,0.503,0.0,0.172,0.002,0.005,0.403,0.004,0.008,0.006,1.255,0.031,,0.11,0.278,0.678
SITBAC,done,618534.0,4821.0,358.0,178.0,180.0,178.0,xml,xml,0.444,0.444,0.0,483.2,cuda,15.0,0.0,0.147,0.001,0.013,0.0,0.001,0.021,0.002,0.002,0.002,0.32,0.008,,0.009,0.01,0.337
SK,done,33259.0,230.0,43.0,39.0,4.0,38.0,xml,xml,0.269,0.269,0.0,450.7,,0.0,0.0,0.009,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.135,0.006,,,,0.192
SLEEP,done,84763.0,632.0,105.0,105.0,0.0,104.0,xml,xml,0.3,0.3,0.0,450.7,,0.0,0.0,0.022,0.001,0.002,0.0,0.0,0.0,0.0,0.001,0.001,0.163,0.006,,,,0.22
SLSO,done,6611993.0,66597.0,4680.0,3979.0,701.0,3979.0,xml,xml,4.657,4.657,1780.1,1041.0,cuda,3799.0,0.0,2.26,0.0,0.392,0.008,0.02,1.411,0.019,0.027,0.018,4.435,0.081,,0.316,1.044,2.332
SL_DIS,done,319390.0,3147.0,340.0,177.0,163.0,177.0,xml,xml,0.444,0.444,0.0,737.7,cuda,112.0,0.0,0.098,0.001,0.008,0.0,0.001,0.07,0.002,0.002,0.002,0.315,0.009,,0.017,0.051,0.207
SMASH,done,188696.0,1209.0,231.0,190.0,41.0,189.0,xml,xml,0.301,0.301,0.0,450.7,,0.0,0.0,0.043,0.001,0.004,0.0,0.001,0.0,0.0,0.001,0.001,0.18,0.006,,,,0.211
SNMI,done,130209364.0,1107694.0,109156.0,109156.0,0.0,109150.0,xml,xml,63.333,63.333,3408.8,453.1,cuda,4.0,0.0,46.513,0.072,7.72,0.235,0.51,0.346,1.176,0.474,0.594,61.759,0.764,,0.018,0.024,42.662
SNPO,done,143822.0,1035.0,90.0,90.0,0.0,90.0,xml,xml,0.332,0.332,0.0,654.7,cuda,58.0,0.0,0.033,0.001,0.003,0.0,0.0,0.047,0.0,0.001,0.001,0.211,0.006,,0.009,0.036,0.232
SO,done,4199003.0,49262.0,2753.0,2753.0,0.0,2752.0,xml,xml,3.44,3.44,1748.2,1037.3,cuda,2548.0,0.0,1.65,0.0,0.328,0.004,0.015,0.996,0.014,0.014,0.01,3.264,0.052,,0.249,0.716,1.583
SOCMEDIA,done,11608.0,85.0,2.0,2.0,0.0,1.0,xml,xml,0.268,0.268,0.0,451.1,cuda,1.0,0.0,0.004,0.001,0.0,0.0,0.0,0.019,0.0,0.0,0.001,0.152,0.005,,0.009,0.009,0.187
SOCPRES,done,19267.0,167.0,55.0,55.0,0.0,54.0,xml,xml,0.252,0.252,0.0,450.7,,0.0,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.134,0.005,,,,0.226
SOHO,done,102696.0,864.0,173.0,173.0,0.0,172.0,xml,xml,0.27,0.27,0.0,450.7,,0.0,0.0,0.027,0.001,0.003,0.0,0.0,0.0,0.0,0.001,0.001,0.158,0.006,,,,0.15
SOIL-PROF,done,551691.0,8051.0,581.0,581.0,0.0,19.0,turtle,turtle,1.176,1.176,1620.3,990.6,cuda,581.0,0.001,0.335,0.001,0.021,0.001,0.002,0.52,0.003,0.001,0.005,1.031,0.016,,0.241,0.269,0.554
SOLO,done,183015.0,1528.0,80.0,59.0,21.0,58.0,xml,xml,0.364,0.364,0.0,757.2,cuda,73.0,0.0,0.048,0.0,0.004,0.0,0.001,0.061,0.0,0.001,0.001,0.243,0.006,,0.011,0.048,0.273
SOPHARM,done,180157.0,1614.0,134.0,117.0,17.0,117.0,xml,xml,0.381,0.381,0.0,743.6,cuda,70.0,0.0,0.052,0.001,0.004,0.0,0.0,0.065,0.001,0.001,0.001,0.253,0.007,,0.012,0.051,0.217
SOS,done,23097.0,194.0,65.0,65.0,0.0,64.0,xml,xml,0.254,0.254,0.0,450.7,,0.0,0.0,0.008,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.131,0.005,,,,0.197
SOY,done,3239696.0,29765.0,1836.0,1836.0,0.0,1835.0,xml,xml,2.266,2.266,1722.7,986.4,cuda,1824.0,0.0,1.144,0.003,0.232,0.003,0.01,0.484,0.008,0.006,0.007,2.083,0.039,,0.164,0.302,1.167
SP,done,588382.0,4543.0,557.0,508.0,49.0,507.0,xml,xml,0.711,0.711,0.0,994.7,cuda,464.0,0.0,0.155,0.001,0.013,0.001,0.002,0.274,0.001,0.003,0.002,0.583,0.014,,0.046,0.22,0.33
SPD,done,1680097.0,15623.0,833.0,833.0,0.0,832.0,xml,xml,1.265,1.265,1683.2,983.5,cuda,802.0,0.0,0.52,0.002,0.166,0.001,0.004,0.267,0.005,0.005,0.003,1.124,0.019,,0.074,0.185,0.644
SPDX-LICENSES,done,22791764.0,17501.0,1827.0,4.0,1823.0,3.0,xml,xml,2.219,2.219,1928.7,983.1,cuda,363.0,0.0,1.51,0.016,0.176,0.001,0.009,0.19,0.001,0.0,0.005,2.067,0.023,,0.038,0.145,7.605
SPO,done,391367.0,3406.0,340.0,340.0,0.0,339.0,xml,xml,0.385,0.385,0.0,471.7,cuda,6.0,0.0,0.105,0.001,0.009,0.001,0.001,0.019,0.001,0.003,0.002,0.271,0.008,,0.009,0.008,0.23
SPTO,done,857890.0,7814.0,502.0,502.0,0.0,501.0,xml,xml,0.711,0.711,0.0,981.9,cuda,282.0,0.0,0.269,0.001,0.023,0.001,0.003,0.145,0.002,0.003,0.002,0.588,0.012,,0.036,0.106,0.401
SP_ONTOLOGY,done,476588.0,4176.0,335.0,335.0,0.0,334.0,xml,xml,0.459,0.459,0.0,667.7,cuda,154.0,0.0,0.116,0.001,0.01,0.0,0.001,0.066,0.001,0.003,0.002,0.334,0.009,,0.018,0.045,0.281
SSBD,done,2703529.0,21787.0,1925.0,1478.0,447.0,1478.0,xml,xml,1.617,1.617,1697.7,983.2,cuda,709.0,0.0,0.884,0.0,0.064,0.003,0.008,0.305,0.005,0.007,0.007,1.453,0.028,,0.07,0.222,0.99
SSE,done,901112.0,7069.0,1354.0,245.0,1109.0,244.0,xml,xml,0.57,0.57,0.0,453.1,cuda,4.0,0.0,0.247,0.001,0.019,0.001,0.003,0.021,0.003,0.001,0.006,0.44,0.015,,0.009,0.01,0.387
SSN,done,92830.0,838.0,29.0,23.0,6.0,23.0,xml,xml,0.317,0.317,0.0,538.8,cuda,21.0,0.0,0.027,0.001,0.002,0.0,0.0,0.028,0.0,0.001,0.001,0.187,0.006,,0.01,0.017,0.243
SSO,done,326184.0,2238.0,178.0,177.0,1.0,176.0,xml,xml,0.348,0.348,0.0,450.7,,0.0,0.0,0.086,0.001,0.006,0.0,0.0,0.0,0.001,0.001,0.001,0.223,0.006,,,,0.271
